-0.121097 -95.055183,16.311197 -93.998337,32.715939 -92.743778,49.058986 -90.910864,65.294285 -87.230123,81.103988 -71.482224,81.103988 61.387015,65.294285 77.134914,49.058986 80.815655,32.715939 82.648568,16.311197 83.903128,-0.121097 84.959973,-16.543254 86.017453,-32.918597 87.274209,-49.215778 89.112159,-65.392685 92.805682,-81.135079 108.607189,-81.135079 -118.702398,-65.392685 -102.900892,-49.215778 -99.207368,-32.918597 -97.369418,-16.543254 -96.112663,5.357115 -64.711389,21.784269 -63.614534,38.172112 -62.227844,54.486535 -60.017055,70.657835 -54.778411,85.506726 -12.267385,75.961299 100.459183,59.900058 108.755107,43.620247 111.533597,27.252928 113.105233,10.835021 114.266153,-5.598175 115.303836,-22.008560 116.401781,-38.361132 117.791390,-54.625044 120.008872,-70.734699 125.266449,-85.513545 167.848843,-76.015762 -79.601060,-60.019052 -71.274849,-43.793928 -68.487269,-27.467385 -66.911801,-11.072689 -65.749279,10.835021 -34.361363,27.252928 -33.200442,43.620247 -31.628807,59.900058 -28.850317,75.961299 -20.554392,85.506726 92.172175,70.657835 134.683202,54.486535 139.921845,38.172112 142.132634,21.784269 143.519324,5.357115 144.616179,-11.072689 145.654070,-27.467385 146.816591,-43.793928 148.392059,-60.019052 151.179640,-76.015762 159.505851,-85.513545 -87.944052,-70.734699 -45.361658,-54.625044 -40.104081,-38.361132 -37.886600,-22.008560 -36.496991,-5.598175 -35.399045,16.311197 -3.998337,32.715939 -2.743778,49.058986 -0.910864,65.294285 2.769877,81.103988 18.517776,81.103988 151.387015,65.294285 167.134914,49.058986 170.815655,32.715939 172.648568,16.311197 173.903128,-0.121097 174.959973,-16.543254 176.017453,-32.918597 177.274209,-49.215778 179.112159,-65.392685 -177.194318,-81.135079 -161.392811,-81.135079 -28.702398,-65.392685 -12.900892,-49.215778 -9.207368,-32.918597 -7.369418,-16.543254 -6.112663,-0.121097 -5.055183,21.784269 26.385466,38.172112 27.772156,54.486535 29.982945,70.657835 35.221589,85.506726 77.732615,75.961299 -169.540817,59.900058 -161.244893,43.620247 -158.466403,27.252928 -156.894767,10.835021 -155.733847,-5.598175 -154.696164,-22.008560 -153.598219,-38.361132 -152.208610,-54.625044 -149.991128,-70.734699 -144.733551,-85.513545 -102.151157,-76.015762 10.398940,-60.019052 18.725151,-43.793928 21.512731,-27.467385 23.088199,-11.072689 24.250721,5.357115 25.288611,27.252928 56.799558,43.620247 58.371193,59.900058 61.149683,75.961299 69.445608,85.506726 -177.827825,70.657835 -135.316798,54.486535 -130.078155,38.172112 -127.867366,21.784269 -126.480676,5.357115 -125.383821,-11.072689 -124.345930,-27.467385 -123.183409,-43.793928 -121.607941,-60.019052 -118.820360,-76.015762 -110.494149,-85.513545 2.055948,-70.734699 44.638342,-54.625044 49.895919,-38.361132 52.113400,-22.008560 53.503009,-5.598175 54.600955,10.835021 55.638637
1.700984 -95.066622,18.132034 -93.998901,34.531562 -92.705234,50.865623 -90.762277,67.082566 -86.661103,82.720804 -65.838615,79.425599 65.241626,63.502732 77.615752,47.251118 80.945091,30.899560 82.680611,14.490016 83.900279,-1.943053 84.948542,-18.361744 86.017044,-34.729881 87.313131,-51.016480 89.261614,-67.173901 93.377257,-82.743833 114.265137,-79.464595 -114.835839,-63.608092 -102.417842,-47.413691 -99.077145,-31.106353 -97.337029,-14.724182 -96.115375,7.179254 -64.721467,23.603780 -63.606190,39.985198 -62.164766,56.288901 -59.791315,72.431007 -53.774052,86.305733 10.568965,74.207425 102.044182,58.101246 109.056638,41.809085 111.618466,25.434537 113.121522,9.013109 114.258180,-7.419435 115.293810,-23.825025 116.410341,-40.169298 117.854962,-56.421048 120.235802,-72.500517 126.274979,-86.306623 -169.373568,-74.269436 -78.009912,-58.226857 -70.971820,-41.988048 -68.401807,-25.652488 -66.895248,-9.252154 -65.757168,12.656741 -34.367906,29.070694 -33.179478,45.430372 -31.530947,61.696780 -28.500043,77.699529 -18.494894,84.233479 106.535022,68.878436 135.504347,52.682635 140.118014,36.358138 142.186611,19.964269 143.524339,3.534942 144.605415,-12.892786 145.647628,-29.281439 146.837844,-45.598600 148.490569,-61.809036 151.531609,-77.746342 161.572966,-84.248261 -73.582695,-68.962561 -44.537008,-52.827370 -39.906844,-36.551890 -37.832170,-20.191378 -36.491781,-3.776631 -35.409771,18.132034 -3.998901,34.531562 -2.705234,50.865623 -0.762277,67.082566 3.338897,82.720804 24.161385,79.425599 155.241626,63.502732 167.615752,47.251118 170.945091,30.899560 172.680611,14.490016 173.900279,-1.943053 174.948542,-18.361744 176.017044,-34.729881 177.313131,-51.016480 179.261614,-67.173901 -176.622743,-82.743833 -155.734863,-79.464595 -24.835839,-63.608092 -12.417842,-47.413691 -9.077145,-31.106353 -7.337029,-14.724182 -6.115375,1.700984 -5.066622,23.603780 26.393810,39.985198 27.835234,56.288901 30.208685,72.431007 36.225948,86.305733 100.568965,74.207425 -167.955818,58.101246 -160.943362,41.809085 -158.381534,25.434537 -156.878478,9.013109 -155.741820,-7.419435 -154.706190,-23.825025 -153.589659,-40.169298 -152.145038,-56.421048 -149.764198,-72.500517 -143.725021,-86.306623 -79.373568,-74.269436 11.990088,-58.226857 19.028180,-41.988048 21.598193,-25.652488 23.104752,-9.252154 24.242832,7.179254 25.278533,29.070694 56.820522,45.430372 58.469053,61.696780 61.499957,77.699529 71.505106,84.233479 -163.464978,68.878436 -134.495653,52.682635 -129.881986,36.358138 -127.813389,19.964269 -126.475661,3.534942 -125.394585,-12.892786 -124.352372,-29.281439 -123.162156,-45.598600 -121.509431,-61.809036 -118.468391,-77.746342 -108.427034,-84.248261 16.417305,-68.962561 45.462992,-52.827370 50.093156,-36.551890 52.167830,-20.191378 53.508219,-3.776631 54.590229,12.656741 55.632094
3.523138 -95.077841,19.952478 -93.996859,36.346385 -92.659431,52.670945 -90.591695,68.866892 -85.981666,84.224305 -57.079006,77.710723 68.007082,61.708411 78.025098,45.442094 81.057771,29.082467 82.706829,12.668541 83.895446,-3.764831 84.937346,-20.179605 86.019261,-36.540167 87.359348,-52.815720 89.433157,-68.951064 94.059668,-84.239141 123.038643,-77.757486 -112.060833,-61.820623 -102.006566,-45.610286 -98.963750,-29.293187 -97.310495,-12.904575 -96.120089,9.001307 -64.730621,25.422756 -63.594111,41.797350 -62.091474,58.089587 -59.530947,74.196024 -52.525736,86.308592 38.783139,72.442469 103.294332,56.300571 109.317249,39.996940 111.691829,23.615564 113.133627,7.191057 114.249033,-9.240360 115.284726,-25.640729 116.422658,-41.976346 117.928796,-58.215241 120.497501,-74.258083 127.528322,-86.309459 -141.273675,-72.511931 -76.754728,-56.432676 -70.709876,-40.181007 -68.327903,-23.836789 -66.882905,-7.431232 -65.766245,14.478218 -34.372751,30.887791 -33.153296,47.239404 -31.418370,63.491117 -28.091115,79.414590 -15.735001,82.730987 115.321328,67.094138 136.184587,50.877321 140.288750,34.543320 142.232465,18.143828 143.526400,1.712787 144.594199,-14.712397 145.642902,-31.094610 146.864342,-47.402013 148.603861,-63.596522 151.942465,-79.453635 164.342395,-82.753962 -64.782521,-67.185427 -43.853790,-51.028140 -39.735147,-34.741611 -37.785903,-18.373522 -36.489547,-1.954855 -35.420965,19.952478 -3.996859,36.346385 -2.659431,52.670945 -0.591695,68.866892 4.018334,84.224305 32.920994,77.710723 158.007082,61.708411 168.025098,45.442094 171.057771,29.082467 172.706829,12.668541 173.895446,-3.764831 174.937346,-20.179605 176.019261,-36.540167 177.359348,-52.815720 179.433157,-68.951064 -175.940332,-84.239141 -146.961357,-77.757486 -22.060833,-61.820623 -12.006566,-45.610286 -8.963750,-29.293187 -7.310495,-12.904575 -6.120089,3.523138 -5.077841,25.422756 26.405889,41.797350 27.908526,58.089587 30.469053,74.196024 37.474264,86.308592 128.783139,72.442469 -166.705668,56.300571 -160.682751,39.996940 -158.308171,23.615564 -156.866373,7.191057 -155.750967,-9.240360 -154.715274,-25.640729 -153.577342,-41.976346 -152.071204,-58.215241 -149.502499,-74.258083 -142.471678,-86.309459 -51.273675,-72.511931 13.245272,-56.432676 19.290124,-40.181007 21.672097,-23.836789 23.117095,-7.431232 24.233755,9.001307 25.269379,30.887791 56.846704,47.239404 58.581630,63.491117 61.908885,79.414590 74.264999,82.730987 -154.678672,67.094138 -133.815413,50.877321 -129.711250,34.543320 -127.767535,18.143828 -126.473600,1.712787 -125.405801,-14.712397 -124.357098,-31.094610 -123.135658,-47.402013 -121.396139,-63.596522 -118.057535,-79.453635 -105.657605,-82.753962 25.217479,-67.185427 46.146210,-51.028140 50.264853,-34.741611 52.214097,-18.373522 53.510453,-1.954855 54.579035,14.478218 55.627249
5.345312 -95.088609,21.772481 -93.991864,38.160365 -92.605509,54.474855 -90.395703,70.646327 -85.161553,85.499651 -42.762777,75.972615 70.070268,59.911704 78.375717,43.631975 81.155720,27.264705 82.727825,10.846822 83.888913,-5.586377 84.926616,-21.996792 86.024450,-38.349416 87.413722,-54.613405 89.630216,-70.723239 94.883282,-85.506518 137.353586,-76.027030 -109.990019,-60.030654 -101.654250,-43.805622 -98.865151,-27.479138 -97.289210,-11.084480 -96.126520,10.823220 -64.738603,27.241151 -63.577850,43.608518 -62.006684,59.888412 -59.229705,75.949982 -50.943287,85.513782 61.676409,70.669343 104.300052,54.498215 109.543195,38.183860 111.754968,21.796057 113.141994,5.368919 114.238960,-11.060897 115.276829,-27.455631 116.439182,-43.782234 118.014178,-60.007449 120.800242,-76.004495 129.116911,-85.520553 -118.439680,-70.746160 -75.744833,-54.636684 -70.482738,-38.372849 -68.264269,-22.020329 -66.874322,-5.609974 -65.776265,16.299401 -34.375613,32.704175 -33.121293,49.047279 -31.289049,65.282690 -27.610789,81.093278 -11.889236,81.114696 120.979929,65.305880 136.754245,49.070692 140.437469,32.727702 142.271053,16.322993 143.525852,-0.109295 144.582760,-16.531473 145.640176,-32.906861 146.896691,-49.204109 148.733969,-65.381135 152.425002,-81.124420 168.200091,-81.145736 -59.109569,-65.404235 -43.281576,-49.227447 -39.585559,-32.930333 -37.746936,-16.555036 -36.489940,-0.132900 -35.432396,21.772481 -3.991864,38.160365 -2.605509,54.474855 -0.395703,70.646327 4.838447,85.499651 47.237223,75.972615 160.070268,59.911704 168.375717,43.631975 171.155720,27.264705 172.727825,10.846822 173.888913,-5.586377 174.926616,-21.996792 176.024450,-38.349416 177.413722,-54.613405 179.630216,-70.723239 -175.116718,-85.506518 -132.646414,-76.027030 -19.990019,-60.030654 -11.654250,-43.805622 -8.865151,-27.479138 -7.289210,-11.084480 -6.126520,5.345312 -5.088609,27.241151 26.422150,43.608518 27.993316,59.888412 30.770295,75.949982 39.056713,85.513782 151.676409,70.669343 -165.699948,54.498215 -160.456805,38.183860 -158.245032,21.796057 -156.858006,5.368919 -155.761040,-11.060897 -154.723171,-27.455631 -153.560818,-43.782234 -151.985822,-60.007449 -149.199758,-76.004495 -140.883089,-85.520553 -28.439680,-70.746160 14.255167,-54.636684 19.517262,-38.372849 21.735731,-22.020329 23.125678,-5.609974 24.223735,10.823220 25.261397,32.704175 56.878707,49.047279 58.710951,65.282690 62.389211,81.093278 78.110764,81.114696 -149.020071,65.305880 -133.245755,49.070692 -129.562531,32.727702 -127.728947,16.322993 -126.474148,-0.109295 -125.417240,-16.531473 -124.359824,-32.906861 -123.103309,-49.204109 -121.266031,-65.381135 -117.574998,-81.124420 -101.799909,-81.145736 30.890431,-65.404235 46.718424,-49.227447 50.414441,-32.930333 52.253064,-16.555036 53.510060,-0.132900 54.567604,16.299401 55.624387
7.167451 -95.098692,23.591995 -93.983543,39.973457 -92.542494,56.277231 -90.170170,72.419545 -84.158552,86.302838 -19.983448,74.218825 71.657823,58.112904 78.677536,41.820821 81.240667,25.446318 82.744143,9.024911 83.880948,-7.407639 84.916585,-23.813261 86.032986,-40.157589 87.477231,-56.409420 89.856938,-72.489102 95.890449,-86.303752 160.074668,-74.280788 -108.396306,-58.238473 -101.350931,-41.999750 -98.779610,-25.664247 -97.272629,-9.263948 -96.134400,12.644941 -64.745156,29.058922 -63.556918,45.418650 -61.908914,61.685148 -58.879777,77.688333 -48.887468,84.242643 76.086019,68.889979 105.122232,52.694325 109.739542,36.369891 111.809001,19.976060 113.147029,3.546745 114.228199,-12.880998 115.270377,-29.269691 116.460402,-45.586914 118.112598,-61.797448 121.151864,-77.735196 131.180337,-84.257373 -104.031767,-68.974058 -74.919144,-52.839020 -70.285323,-36.563613 -68.209783,-20.203151 -66.869093,-3.788431 -65.786988,18.120240 -34.376193,34.519803 -33.082794,50.853924 -31.140595,67.070994 -27.042404,82.710617 -6.260565,79.436608 124.843415,63.514346 137.235596,47.262833 140.567021,30.911328 142.303136,14.501814 143.523016,-1.931252 144.571327,-18.349966 145.639751,-34.718151 146.935569,-51.004820 148.883290,-67.162375 152.995938,-82.733698 173.843088,-79.475552 -55.234119,-63.619662 -42.798012,-47.425368 -39.455219,-31.118095 -37.714507,-14.735968 -36.492638,1.689181 -35.443836,23.591995 -3.983543,39.973457 -2.542494,56.277231 -0.170170,72.419545 5.841448,86.302838 70.016552,74.218825 161.657823,58.112904 168.677536,41.820821 171.240667,25.446318 172.744143,9.024911 173.880948,-7.407639 174.916585,-23.813261 176.032986,-40.157589 177.477231,-56.409420 179.856938,-72.489102 -174.109551,-86.303752 -109.925332,-74.280788 -18.396306,-58.238473 -11.350931,-41.999750 -8.779610,-25.664247 -7.272629,-9.263948 -6.134400,7.167451 -5.098692,29.058922 26.443082,45.418650 28.091086,61.685148 31.120223,77.688333 41.112532,84.242643 166.086019,68.889979 -164.877768,52.694325 -160.260458,36.369891 -158.190999,19.976060 -156.852971,3.546745 -155.771801,-12.880998 -154.729623,-29.269691 -153.539598,-45.586914 -151.887402,-61.797448 -148.848136,-77.735196 -138.819663,-84.257373 -14.031767,-68.974058 15.080856,-52.839020 19.714677,-36.563613 21.790217,-20.203151 23.130907,-3.788431 24.213012,12.644941 25.254844,34.519803 56.917206,50.853924 58.859405,67.070994 62.957596,82.710617 83.739435,79.436608 -145.156585,63.514346 -132.764404,47.262833 -129.432979,30.911328 -127.696864,14.501814 -126.476984,-1.931252 -125.428673,-18.349966 -124.360249,-34.718151 -123.064431,-51.004820 -121.116710,-67.162375 -117.004062,-82.733698 -96.156912,-79.475552 34.765881,-63.619662 47.201988,-47.425368 50.544781,-31.118095 52.285493,-14.735968 53.507362,1.689181 54.556164,18.120240 55.623807
8.989504 -95.107853,25.410975 -93.971490,41.785614 -92.469272,58.077929 -89.910046,74.184622 -82.912067,86.311417 8.230182,72.453931 72.909811,56.312241 78.938390,40.008682 81.314100,23.627349 82.756274,7.202861 83.871808,-9.228565 84.907493,-25.628970 86.045278,-41.964645 87.550994,-58.203625 90.118394,-74.246730 97.141955,-86.312261 -171.825978,-72.523344 -107.139278,-56.444304 -101.088743,-40.192716 -98.705635,-23.848553 -97.260260,-7.443028 -96.143471,14.466420 -64.750013,30.876023 -63.530772,47.227689 -61.796438,63.479502 -58.471266,79.403578 -46.133122,82.741164 84.899124,67.105709 105.803277,50.889020 109.910430,34.555079 111.854904,18.155621 113.149107,1.724591 114.216985,-14.700612 115.265639,-31.082868 116.486865,-47.390335 118.225788,-63.584952 121.562301,-79.442675 133.944205,-82.764088 -95.204823,-67.196953 -74.235118,-51.039800 -70.113473,-34.753340 -68.163466,-18.385299 -66.866840,-1.966657 -65.798179,19.940687 -34.374169,36.334632 -33.037040,52.659255 -30.970165,68.855349 -26.363770,84.215123 2.472449,77.721917 127.614450,61.720042 137.645360,45.453816 140.679802,29.094240 142.329389,12.680340 143.518196,-3.753030 144.560129,-20.167831 145.641950,-36.528444 146.981736,-52.804070 149.054680,-68.939567 153.677544,-84.230012 -177.409972,-77.768630 -52.453520,-61.832210 -42.386315,-45.621972 -39.341723,-29.304935 -37.687937,-12.916363 -36.497340,3.511335 -35.455057,25.410975 -3.971490,41.785614 -2.469272,58.077929 0.089954,74.184622 7.087933,86.311417 98.230182,72.453931 162.909811,56.312241 168.938390,40.008682 171.314100,23.627349 172.756274,7.202861 173.871808,-9.228565 174.907493,-25.628970 176.045278,-41.964645 177.550994,-58.203625 -179.881606,-74.246730 -172.858045,-86.312261 -81.825978,-72.523344 -17.139278,-56.444304 -11.088743,-40.192716 -8.705635,-23.848553 -7.260260,-7.443028 -6.143471,8.989504 -5.107853,30.876023 26.469228,47.227689 28.203562,63.479502 31.528734,79.403578 43.866878,82.741164 174.899124,67.105709 -164.196723,50.889020 -160.089570,34.555079 -158.145096,18.155621 -156.850893,1.724591 -155.783015,-14.700612 -154.734361,-31.082868 -153.513135,-47.390335 -151.774212,-63.584952 -148.437699,-79.442675 -136.055795,-82.764088 -5.204823,-67.196953 15.764882,-51.039800 19.886527,-34.753340 21.836534,-18.385299 23.133160,-1.966657 24.201821,14.466420 25.249987,36.334632 56.962960,52.659255 59.029835,68.855349 63.636230,84.215123 92.472449,77.721917 -142.385550,61.720042 -132.354640,45.453816 -129.320198,29.094240 -127.670611,12.680340 -126.481804,-3.753030 -125.439871,-20.167831 -124.358050,-36.528444 -123.018264,-52.804070 -120.945320,-68.939567 -116.322456,-84.230012 -87.409972,-77.768630 37.546480,-61.832210 47.613685,-45.621972 50.658277,-29.304935 52.312063,-12.916363 53.502660,3.511335 54.544943,19.940687 55.625831
10.811418 -95.115843,27.229374 -93.955257,43.596789 -92.384561,59.876767 -89.609091,75.938664 -81.332163,85.520819 31.180269,70.680851 73.916894,54.509895 79.164544,38.195608 81.377302,21.807844 82.764663,5.380722 83.861740,-11.049106 84.899588,-27.443877 86.061773,-43.770540 87.636297,-59.995847 90.420845,-75.993226 98.727992,-85.527542 -148.935681,-70.757620 -106.128015,-54.648323 -100.861397,-38.384565 -98.641938,-22.032098 -97.251655,-5.621772 -96.153485,16.287605 -64.752889,32.692412 -63.498808,49.035572 -61.667233,65.271095 -57.991451,81.082564 -42.296176,81.125402 90.572771,65.317475 106.373572,49.082399 110.059282,32.739466 111.893537,16.334789 113.148575,-0.097492 114.205547,-16.519691 115.262899,-32.895124 116.519174,-49.192440 118.355779,-65.369585 122.044324,-81.113759 137.793066,-81.156390 -89.516814,-65.415784 -73.662265,-49.239115 -69.963751,-32.942069 -68.124454,-16.566818 -66.867217,-0.144703 -65.809609,21.760693 -34.369194,38.148617 -32.983174,54.463174 -30.774350,70.634819 -25.544688,85.492556 16.742204,75.983930 129.681334,59.923349 137.996325,43.643704 140.777841,27.276482 142.350417,10.858623 143.511672,-5.574578 144.549395,-21.985023 145.647118,-38.337700 147.036054,-54.601765 149.251561,-70.711778 154.500122,-85.499472 -163.141300,-76.038296 -50.378998,-60.042256 -42.033653,-43.817316 -39.243033,-27.490892 -37.666620,-11.096272 -36.503761,5.333508 -35.465828,27.229374 -3.955257,43.596789 -2.384561,59.876767 0.390909,75.938664 8.667837,85.520819 121.180269,70.680851 163.916894,54.509895 169.164544,38.195608 171.377302,21.807844 172.764663,5.380722 173.861740,-11.049106 174.899588,-27.443877 176.061773,-43.770540 177.636297,-59.995847 -179.579155,-75.993226 -171.272008,-85.527542 -58.935681,-70.757620 -16.128015,-54.648323 -10.861397,-38.384565 -8.641938,-22.032098 -7.251655,-5.621772 -6.153485,10.811418 -5.115843,32.692412 26.501192,49.035572 28.332767,65.271095 32.008549,81.082564 47.703824,81.125402 -179.427229,65.317475 -163.626428,49.082399 -159.940718,32.739466 -158.106463,16.334789 -156.851425,-0.097492 -155.794453,-16.519691 -154.737101,-32.895124 -153.480826,-49.192440 -151.644221,-65.369585 -147.955676,-81.113759 -132.206934,-81.156390 0.483186,-65.415784 16.337735,-49.239115 20.036249,-32.942069 21.875546,-16.566818 23.132783,-0.144703 24.190391,16.287605 25.247111,38.148617 57.016826,54.463174 59.225650,70.634819 64.455312,85.492556 106.742204,75.983930 -140.318666,59.923349 -132.003675,43.643704 -129.222159,27.276482 -127.649583,10.858623 -126.488328,-5.574578 -125.450605,-21.985023 -124.352882,-38.337700 -122.963946,-54.601765 -120.748439,-70.711778 -115.499878,-85.499472 -73.141300,-76.038296 39.621002,-60.042256 47.966347,-43.817316 50.756967,-27.490892 52.333380,-11.096272 53.496239,5.333508 54.534172,21.760693 55.630806
12.633141 -95.122407,29.047149 -93.934357,45.406928 -92.286881,61.673517 -89.259508,77.677137 -79.280013,84.251798 45.636785,68.901523 74.740111,52.706015 79.361068,36.381644 81.431391,19.987851 82.769719,3.558549 83.850983,-12.869209 84.893126,-29.257942 86.082961,-45.575228 87.734627,-61.785861 90.772121,-77.724049 100.787737,-84.266474 -134.481068,-68.985554 -105.301286,-52.850670 -100.663803,-36.575336 -98.587396,-20.214925 -97.246404,-3.800231 -96.164204,18.108447 -64.753485,34.508045 -63.460353,50.842225 -61.518912,67.059421 -57.423700,82.700425 -36.682389,79.447615 94.445160,63.525961 106.855436,47.274548 110.188951,30.923096 111.925660,14.513612 113.145754,-1.919450 114.194113,-18.338189 115.262458,-34.706421 116.558007,-50.993161 118.504968,-67.150849 122.614624,-82.723560 143.421167,-79.486508 -85.632443,-63.631231 -73.178185,-47.437046 -69.833294,-31.129837 -68.091985,-14.747753 -66.869902,1.677378 -65.821050,23.580210 -34.360896,39.961715 -32.920222,56.265561 -30.549024,72.408082 -24.543042,86.299909 39.464416,74.230225 131.271451,58.124562 138.298433,41.832556 140.862868,25.458099 142.366764,9.036714 143.503716,-7.395842 144.539360,-23.801497 145.655631,-40.145880 147.099500,-56.397791 149.478077,-72.477687 155.505930,-86.300847 -140.476822,-74.292139 -48.782714,-58.250089 -41.730043,-42.011452 -39.157413,-25.676006 -37.650010,-9.275742 -36.511632,7.155648 -35.475917,29.047149 -3.934357,45.406928 -2.286881,61.673517 0.740492,77.677137 10.719987,84.251798 135.636785,68.901523 164.740111,52.706015 169.361068,36.381644 171.431391,19.987851 172.769719,3.558549 173.850983,-12.869209 174.893126,-29.257942 176.082961,-45.575228 177.734627,-61.785861 -179.227879,-77.724049 -169.212263,-84.266474 -44.481068,-68.985554 -15.301286,-52.850670 -10.663803,-36.575336 -8.587396,-20.214925 -7.246404,-3.800231 -6.164204,12.633141 -5.122407,34.508045 26.539647,50.842225 28.481088,67.059421 32.576300,82.700425 53.317611,79.447615 -175.554840,63.525961 -163.144564,47.274548 -159.811049,30.923096 -158.074340,14.513612 -156.854246,-1.919450 -155.805887,-18.338189 -154.737542,-34.706421 -153.441993,-50.993161 -151.495032,-67.150849 -147.385376,-82.723560 -126.578833,-79.486508 4.367557,-63.631231 16.821815,-47.437046 20.166706,-31.129837 21.908015,-14.747753 23.130098,1.677378 24.178950,18.108447 25.246515,39.961715 57.079778,56.265561 59.450976,72.408082 65.456958,86.299909 129.464416,74.230225 -138.728549,58.124562 -131.701567,41.832556 -129.137132,25.458099 -127.633236,9.036714 -126.496284,-7.395842 -125.460640,-23.801497 -124.344369,-40.145880 -122.900500,-56.397791 -120.521923,-72.477687 -114.494070,-86.300847 -50.476822,-74.292139 41.217286,-58.250089 48.269957,-42.011452 50.842587,-25.676006 52.349990,-9.275742 53.488368,7.155648 54.524083,23.580210 55.639104
14.454621 -95.127275,30.864255 -93.908246,47.215974 -92.174506,63.467888 -88.851414,79.392565 -76.531198,82.751338 54.476792,67.117281 75.421962,50.900718 79.532110,34.566837 81.477344,18.167415 82.771815,1.736394 83.839771,-14.688827 84.888376,-31.071126 86.109387,-47.378657 87.847716,-63.573382 91.182140,-79.431713 103.546060,-82.774208 -125.627253,-67.208478 -104.616451,-51.051459 -100.491799,-34.765070 -98.541029,-18.397077 -97.244133,-1.978458 -96.175393,19.928896 -64.751478,36.322878 -63.414649,52.647565 -61.348635,68.843805 -56.745867,84.205931 -27.975869,77.733110 97.221789,61.731673 107.265620,45.465538 110.301834,29.106013 111.951949,12.692140 113.140945,-3.741230 114.182913,-20.156058 115.264639,-36.516720 116.604124,-52.792420 118.676204,-68.928070 123.295426,-84.220873 152.141641,-77.779773 -82.846236,-61.843797 -72.766068,-45.633658 -69.719696,-29.316683 -68.065379,-12.928152 -66.874591,3.499531 -65.832273,25.399194 -34.348868,41.773879 -32.847069,58.066270 -30.289142,74.173220 -23.298384,86.314206 67.676956,72.465393 132.525281,56.323910 138.559531,40.020423 140.936371,23.639133 142.378920,7.214664 143.494583,-9.216771 144.530261,-25.617211 145.667898,-41.952943 147.173193,-58.192009 149.739288,-74.235377 156.755602,-86.315028 -112.378545,-72.534758 -47.523839,-56.455933 -41.467610,-40.204426 -39.083368,-23.860317 -37.637615,-7.454825 -36.520696,8.977702 -35.485085,30.864255 -3.908246,47.215974 -2.174506,63.467888 1.148586,79.392565 13.468802,82.751338 144.476792,67.117281 165.421962,50.900718 169.532110,34.566837 171.477344,18.167415 172.771815,1.736394 173.839771,-14.688827 174.888376,-31.071126 176.109387,-47.378657 177.847716,-63.573382 -178.817860,-79.431713 -166.453940,-82.774208 -35.627253,-67.208478 -14.616451,-51.051459 -10.491799,-34.765070 -8.541029,-18.397077 -7.244133,-1.978458 -6.175393,14.454621 -5.127275,36.322878 26.585351,52.647565 28.651365,68.843805 33.254133,84.205931 62.024131,77.733110 -172.778211,61.731673 -162.734380,45.465538 -159.698166,29.106013 -158.048051,12.692140 -156.859055,-3.741230 -155.817087,-20.156058 -154.735361,-36.516720 -153.395876,-52.792420 -151.323796,-68.928070 -146.704574,-84.220873 -117.858359,-77.779773 7.153764,-61.843797 17.233932,-45.633658 20.280304,-29.316683 21.934621,-12.928152 23.125409,3.499531 24.167727,19.928896 25.248522,41.773879 57.152931,58.066270 59.710858,74.173220 66.701616,86.314206 157.676956,72.465393 -137.474719,56.323910 -131.440469,40.020423 -129.063629,23.639133 -127.621080,7.214664 -126.505417,-9.216771 -125.469739,-25.617211 -124.332102,-41.952943 -122.826807,-58.192009 -120.260712,-74.235377 -113.244398,-86.315028 -22.378545,-72.534758 42.476161,-56.455933 48.532390,-40.204426 50.916632,-23.860317 52.362385,-7.454825 53.479304,8.977702 54.514915,25.399194 55.651132
