-0.121097 -95.055183,32.715939 -92.743778,65.294285 -87.230123,81.103988 61.387015,49.058986 80.815655,16.311197 83.903128,-16.543254 86.017453,-49.215778 89.112159,-81.135079 108.607189,-65.392685 -102.900892,-32.918597 -97.369418,10.835021 -64.361363,43.620247 -61.628807,75.961299 -50.554392,70.657835 104.683202,38.172112 112.132634,5.357115 114.616179,-27.467385 116.816591,-60.019052 121.179640,-85.513545 -117.944052,-54.625044 -70.104081,-22.008560 -66.496991,21.784269 -33.614534,54.486535 -30.017055,85.506726 17.732615,59.900058 138.755107,27.252928 143.105233,-5.598175 145.303836,-38.361132 147.791390,-70.734699 155.266449,-76.015762 -49.601060,-43.793928 -38.487269,-11.072689 -35.749279,32.715939 -2.743778,65.294285 2.769877,81.103988 151.387015,49.058986 170.815655,16.311197 173.903128,-16.543254 176.017453,-49.215778 179.112159,-81.135079 -161.392811,-65.392685 -12.900892,-32.918597 -7.369418,-0.121097 -5.055183,43.620247 28.371193,75.961299 39.445608,70.657835 -165.316798,38.172112 -157.867366,5.357115 -155.383821,-27.467385 -153.183409,-60.019052 -148.820360,-85.513545 -27.944052,-54.625044 19.895919,-22.008560 23.503009,10.835021 25.638637,54.486535 59.982945,85.506726 107.732615,59.900058 -131.244893,27.252928 -126.894767,-5.598175 -124.696164,-38.361132 -122.208610,-70.734699 -114.733551,-76.015762 40.398940,-43.793928 51.512731,-11.072689 54.250721,21.784269 56.385466
-55.920961 73.945972,-86.153149 137.175930,-58.726266 -117.275158,-26.158095 -113.122779,6.671719 -110.942106,39.480270 -108.406675,71.937828 -100.298655,74.697222 55.417825,42.313670 65.372679,9.520604 68.037166,-23.319139 70.184234,-66.678133 106.984628,-79.934354 -102.004140,-47.915782 -85.334994,-15.230926 -82.337769,17.624892 -80.222355,50.362527 -77.029107,82.278888 -53.874064,64.002051 91.266270,31.405570 96.448935,-1.435578 98.728348,-34.225462 101.078227,-77.266246 144.715080,-69.456726 -60.974306,-37.055945 -54.069835,-4.284032 -51.630090,28.564436 -49.409181,61.196543 -44.826397,84.618662 87.008847,53.185243 123.842728,20.471261 127.299891,-12.385860 129.425898,-45.096048 132.238361,-86.153149 -132.824070,-58.726266 -27.275158,-26.158095 -23.122779,6.671719 -20.942106,39.480270 -18.406675,71.937828 -10.298655,74.697222 145.417825,42.313670 155.372679,9.520604 158.037166,-23.319139 160.184234,-55.920961 163.945972,-79.934354 -12.004140,-47.915782 4.665006,-15.230926 7.662231,17.624892 9.777645,50.362527 12.970893,82.278888 36.125936,64.002051 -178.733730,31.405570 -173.551065,-1.435578 -171.271652,-34.225462 -168.921773,-66.678133 -163.015372,-69.456726 29.025694,-37.055945 35.930165,-4.284032 38.369910,28.564436 40.590819,61.196543 45.173603,84.618662 177.008847,53.185243 -146.157272,20.471261 -142.700109,-12.385860 -140.574102,-45.096048 -137.761639,-77.266246 -125.284920
-59.508456 74.488010,-85.802334 -170.111750,-55.137116 -116.766184,-22.526363 -113.099723,10.315758 -110.959875,43.104134 -108.254902,75.462765 -97.647847,71.163929 57.817191,38.688970 65.514978,5.876466 68.018481,-26.950188 70.210766,-70.230183 108.414151,-76.510873 -96.734555,-44.308420 -85.114597,-11.591499 -82.347935,21.265581 -80.216936,53.972539 -76.676435,85.178353 -33.722611,60.412383 92.059976,27.771093 96.499106,-5.079026 98.706181,-37.845571 101.174340,-80.663832 150.760693,-65.900736 -59.654580,-33.434947 -53.980465,-0.640405 -51.652565,32.198311 -49.354193,64.783966 -43.975992,81.572651 103.402538,49.574041 124.174720,16.830208 127.302884,-16.024841 129.417354,-48.702286 132.472544,-85.802334 -80.111750,-55.137116 -26.766184,-22.526363 -23.099723,10.315758 -20.959875,43.104134 -18.254902,75.462765 -7.647847,71.163929 147.817191,38.688970 155.514978,5.876466 158.018481,-26.950188 160.210766,-59.508456 164.488010,-76.510873 -6.734555,-44.308420 4.885403,-11.591499 7.652065,21.265581 9.783064,53.972539 13.323565,85.178353 56.277389,60.412383 -177.940024,27.771093 -173.500894,-5.079026 -171.293819,-37.845571 -168.825660,-70.230183 -161.585849,-65.900736 30.345420,-33.434947 36.019535,-0.640405 38.347435,32.198311 40.645807,64.783966 46.024008,81.572651 -166.597462,49.574041 -145.825280,16.830208 -142.697116,-16.024841 -140.582646,-48.702286 -137.527456,-80.663832 -119.239307
-63.087328 75.218030,-83.194849 -143.491232,-51.541108 -116.382345,-18.891712 -113.090552,13.959089 -110.972210,46.723910 -108.052719,78.928745 -93.211996,67.603136 59.402468,35.060662 65.619520,2.232132 67.996777,-30.577913 70.255570,-73.758129 110.540938,-73.013800 -93.684859,-40.696165 -84.948519,-7.950266 -82.364202,24.904369 -80.198610,57.576538 -76.209675,86.398874 14.239040,56.813976 92.646098,24.134063 96.529926,-8.721398 98.686554,-41.461419 101.305984,-83.829417 163.503630,-62.330355 -58.717932,-29.810066 -53.918149,3.003785 -51.675330,35.829209 -49.273924,68.358776 -42.788800,78.202301 110.702775,45.957815 124.426587,13.187723 127.296358,-19.661546 129.417691,-52.303056 132.781175,-83.194849 -53.491232,-51.541108 -26.382345,-18.891712 -23.090552,13.959089 -20.972210,46.723910 -18.052719,78.928745 -3.211996,67.603136 149.402468,35.060662 155.619520,2.232132 157.996777,-30.577913 160.255570,-63.087328 165.218030,-73.013800 -3.684859,-40.696165 5.051481,-7.950266 7.635798,24.904369 9.801390,57.576538 13.790325,86.398874 104.239040,56.813976 -177.353902,24.134063 -173.470074,-8.721398 -171.313446,-41.461419 -168.694016,-73.758129 -159.459062,-62.330355 31.282068,-29.810066 36.081851,3.003785 38.324670,35.829209 40.726076,68.358776 47.211200,78.202301 -159.297225,45.957815 -145.573413,13.187723 -142.703642,-19.661546 -140.582309,-52.303056 -137.218825,-83.829417 -106.496370
-66.655066 76.222380,-79.956130 -132.804869,-47.939133 -116.091206,-15.254494 -113.092303,17.601304 -110.976930,50.339125 -107.785664,82.258152 -84.707805,64.025270 60.505689,31.429104 65.693963,-1.411975 67.973921,-34.201998 70.323129,-77.243876 113.932199,-69.479700 -91.739110,-37.079388 -84.825091,-4.307632 -82.384525,28.540888 -80.164041,61.173272 -75.585656,84.636103 56.089131,53.208618 93.085688,20.494841 96.545260,-12.362281 98.671403,-45.072671 101.482471,-86.144576 -163.899755,-58.749491 -58.033532,-26.181610 -53.877556,6.648113 -51.696553,39.456784 -49.162094,71.914875 -41.066810,74.719982 114.643840,42.337137 124.617039,9.544208 127.282698,-23.295608 129.429538,-55.897698 133.188369,-79.956130 -42.804869,-47.939133 -26.091206,-15.254494 -23.092303,17.601304 -20.976930,50.339125 -17.785664,82.258152 5.292195,64.025270 150.505689,31.429104 155.693963,-1.411975 157.973921,-34.201998 160.323129,-66.655066 166.222380,-69.479700 -1.739110,-37.079388 5.174909,-4.307632 7.615475,28.540888 9.835959,61.173272 14.414344,84.636103 146.089131,53.208618 -176.914312,20.494841 -173.454740,-12.362281 -171.328597,-45.072671 -168.517529,-77.243876 -156.067801,-58.749491 31.966468,-26.181610 36.122444,6.648113 38.303447,39.456784 40.837906,71.914875 48.933190,74.719982 -155.356160,42.337137 -145.382961,9.544208 -142.717302,-23.295608 -140.570462,-55.897698 -136.811631,-86.144576 -73.899755
-70.207239 77.648472,-76.533346 -127.514324,-44.331803 -115.870410,-11.615080 -113.102423,21.242004 -110.971585,53.949173 -107.433624,85.162656 -64.681825,60.435666 61.301010,27.794644 65.744273,-5.055428 67.951743,-37.822135 70.419036,-80.642308 119.952534,-65.923822 -90.416289,-33.458416 -84.735526,-0.664010 -82.406991,32.174781 -80.109200,64.760764 -74.737005,81.593826 72.581339,49.597450 93.418276,16.853799 96.548323,-16.001276 98.662809,-48.678943 101.716234,-85.814443 -111.137213,-55.160389 -57.523611,-22.549898 -53.854399,10.292155 -51.714350,43.080672 -49.010609,75.440076 -38.423981,71.186920 117.050185,38.712461 124.759612,5.900073 127.264039,-26.926678 129.455965,-59.485243 133.729391,-76.533346 -37.514324,-44.331803 -25.870410,-11.615080 -23.102423,21.242004 -20.971585,53.949173 -17.433624,85.162656 25.318175,60.435666 151.301010,27.794644 155.744273,-5.055428 157.951743,-37.822135 160.419036,-70.207239 167.648472,-65.923822 -0.416289,-33.458416 5.264474,-0.664010 7.593009,32.174781 9.890800,64.760764 15.262995,81.593826 162.581339,49.597450 -176.581724,16.853799 -173.451677,-16.001276 -171.337191,-48.678943 -168.283766,-80.642308 -150.047466,-55.160389 32.476389,-22.549898 36.145601,10.292155 38.285650,43.080672 40.989391,75.440076 51.576019,71.186920 -152.949815,38.712461 -145.240388,5.900073 -142.735961,-26.926678 -140.544035,-59.485243 -136.270609,-85.814443 -21.137213
-73.735384 79.769385,-73.036596 -124.454908,-40.719579 -115.704022,-7.973858 -113.118657,24.880805 -110.953353,57.553214 -106.967722,86.401282 -16.884735,56.837310 61.888250,24.157630 65.775205,-8.697808 67.932094,-41.438011 70.550423,-83.810429 132.625046,-62.353520 -89.477658,-29.833559 -84.673052,2.980178 -82.429760,35.805700 -80.029113,68.335671 -73.552503,78.224598 79.914772,45.981255 93.670595,13.211322 96.541851,-19.637996 98.663079,-52.279750 102.024314,-83.214650 -84.348186,-51.564422 -57.139079,-18.915265 -53.845149,13.935492 -51.726727,46.700476 -48.808794,78.906599 -34.004529,67.626264 118.639423,35.084176 124.864372,2.255738 127.242348,-30.554425 129.500637,-63.064178 134.457960,-73.036596 -34.454908,-40.719579 -25.704022,-7.973858 -23.118657,24.880805 -20.953353,57.553214 -16.967722,86.401282 73.115265,56.837310 151.888250,24.157630 155.775205,-8.697808 157.932094,-41.438011 160.550423,-73.735384 169.769385,-62.353520 0.522342,-29.833559 5.326948,2.980178 7.570240,35.805700 9.970887,68.335671 16.447497,78.224598 169.914772,45.981255 -176.329405,13.211322 -173.458149,-19.637996 -171.336921,-52.279750 -167.975686,-83.810429 -137.374954,-51.564422 32.860921,-18.915265 36.154851,13.935492 38.273273,46.700476 41.191206,78.906599 55.995471,67.626264 -151.360577,35.084176 -145.135628,2.255738 -142.757652,-30.554425 -140.499363,-63.064178 -135.542040,-83.214650 5.651814
-77.221503 83.149422,-69.502674 -122.503939,-37.102830 -115.580348,-4.331232 -113.138959,28.517340 -110.918901,61.150001 -106.344905,84.653498 25.168331,53.231992 62.328644,20.518421 65.790628,-12.338702 67.916907,-45.049294 70.726584,-86.135881 165.026000,-58.772715 -88.791914,-26.205125 -84.632334,6.624506 -82.450999,39.433297 -79.917511,71.891921 -71.834928,74.742739 83.869794,42.360604 93.861397,9.567812 96.528230,-23.272076 98.674843,-55.874435 102.430772,-79.977898 -73.605803,-47.962483 -56.847420,-15.278062 -53.846837,17.577715 -51.731504,50.315722 -48.542217,82.237401 -25.541116,64.048488 119.745096,31.452638 124.938989,-1.388371 127.219494,-34.178535 129.568032,-66.631999 135.460148,-69.502674 -32.503939,-37.102830 -25.580348,-4.331232 -23.138959,28.517340 -20.918901,61.150001 -16.344905,84.653498 115.168331,53.231992 152.328644,20.518421 155.790628,-12.338702 157.916907,-45.049294 160.726584,-77.221503 173.149422,-58.772715 1.208086,-26.205125 5.367666,6.624506 7.549001,39.433297 10.082489,71.891921 18.165072,74.742739 173.869794,42.360604 -176.138603,9.567812 -173.471770,-23.272076 -171.325157,-55.874435 -167.569228,-86.135881 -104.974000,-47.962483 33.152580,-15.278062 36.153163,17.577715 38.268496,50.315722 41.457783,82.237401 64.458884,64.048488 -150.254904,31.452638 -145.061011,-1.388371 -142.780506,-34.178535 -140.431968,-66.631999 -134.539852,-79.977898 16.394197
-80.620776 89.144626,-65.946908 -121.178013,-33.481884 -115.490588,-0.687615 -113.161418,32.151251 -110.864205,64.737561 -105.498005,81.614988 41.759797,49.620859 62.661828,16.877389 65.793761,-15.977710 67.908263,-48.655599 70.959927,-85.826457 -142.164249,-55.183661 -88.281044,-22.573433 -84.609076,10.268551 -82.468826,43.057210 -79.766314,75.417386 -69.200043,71.209911 86.283144,38.735953 94.004244,5.923679 96.509596,-26.903167 98.701164,-59.462029 102.970779,-76.555816 -68.294180,-44.355187 -56.626226,-11.638661 -53.856910,21.218426 -51.726233,53.925806 -48.190809,85.146896 -5.639705,60.458949 120.542034,27.818196 124.989439,-5.031830 127.197305,-37.798698 129.663735,-70.184294 136.882820,-65.946908 -31.178013,-33.481884 -25.490588,-0.687615 -23.161418,32.151251 -20.864205,64.737561 -15.498005,81.614988 131.759797,49.620859 152.661828,16.877389 155.793761,-15.977710 157.908263,-48.655599 160.959927,-80.620776 179.144626,-55.183661 1.718956,-22.573433 5.390924,10.268551 7.531174,43.057210 10.233686,75.417386 20.799957,71.209911 176.283144,38.735953 -175.995756,5.923679 -173.490404,-26.903167 -171.298836,-59.462029 -167.029221,-85.826457 -52.164249,-44.355187 33.373774,-11.638661 36.143090,21.218426 38.273767,53.925806 41.809191,85.146896 84.360295,60.458949 -149.457966,27.818196 -145.010561,-5.031830 -142.802695,-37.798698 -140.336265,-70.184294 -133.117180,-76.555816 21.705820
-83.791411 101.747228,-62.376684 -120.237393,-29.857051 -115.427957,2.956571 -113.184191,35.782190 -110.784301,68.312565 -104.316185,78.246890 49.126639,46.004694 62.914601,13.234921 65.787343,-19.614447 67.908469,-52.256444 71.267458,-83.234428 -115.205745,-51.587736 -87.895818,-18.938818 -84.599745,13.911895 -82.481244,46.677042 -79.564867,78.884447 -64.796905,67.649392 87.876357,35.107690 94.109223,2.279345 96.487920,-30.530937 98.745705,-63.041027 103.697903,-73.059390 -65.225001,-40.742993 -56.459526,-7.997450 -53.873111,24.857241 -51.708094,57.529889 -47.725764,86.403540 41.991009,56.860643 121.130395,24.181197 125.020483,-8.674218 127.177634,-41.414603 129.794864,-73.712637 138.997882,-62.376684 -30.237393,-29.857051 -25.427957,2.956571 -23.184191,35.782190 -20.784301,68.312565 -14.316185,78.246890 139.126639,46.004694 152.914601,13.234921 155.787343,-19.614447 157.908469,-52.256444 161.267458,-83.791411 -168.252772,-51.587736 2.104182,-18.938818 5.400255,13.911895 7.518756,46.677042 10.435133,78.884447 25.203095,67.649392 177.876357,35.107690 -175.890777,2.279345 -173.512080,-30.530937 -171.254295,-63.041027 -166.302097,-83.234428 -25.205745,-40.742993 33.540474,-7.997450 36.126889,24.857241 38.291906,57.529889 42.274236,86.403540 131.991009,56.860643 -148.869605,24.181197 -144.979517,-8.674218 -142.822366,-41.414603 -140.205136,-73.712637 -131.002118,-73.059390 24.774999
-86.127065 133.953205,-58.795939 -119.550304,-26.228640 -115.387112,6.600900 -113.205446,39.409810 -110.672927,71.868965 -102.603008,74.765494 53.095687,42.384071 63.105752,9.591416 65.773761,-23.248545 67.920148,-55.851171 71.673180,-79.999660 -104.406944,-47.985833 -87.603638,-15.301631 -84.601372,17.554126 -82.486077,50.292320 -79.298766,82.216635 -56.374002,64.071706 88.984490,31.476172 94.184014,-1.364767 96.465067,-34.155071 98.812936,-66.608932 104.697934,-69.525647 -63.268794,-37.126272 -56.335607,-4.354831 -53.893394,28.493792 -51.673759,61.126729 -47.104146,84.670848 84.246441,53.255366 121.571596,20.542001 125.035996,-12.315123 127.162412,-45.025917 129.970699,-77.199126 142.366746,-58.795939 -29.550304,-26.228640 -25.387112,6.600900 -23.205446,39.409810 -20.672927,71.868965 -12.603008,74.765494 143.095687,42.384071 153.105752,9.591416 155.773761,-23.248545 157.920148,-55.851171 161.673180,-86.127065 -136.046795,-47.985833 2.396362,-15.301631 5.398628,17.554126 7.513923,50.292320 10.701234,82.216635 33.625998,64.071706 178.984490,31.476172 -175.815986,-1.364767 -173.534933,-34.155071 -171.187064,-66.608932 -165.302066,-79.999660 -14.406944,-37.126272 33.664393,-4.354831 36.106606,28.493792 38.326241,61.126729 42.895854,84.670848 174.246441,53.255366 -148.428404,20.542001 -144.964004,-12.315123 -142.837588,-45.025917 -140.029301,-77.199126 -127.633254,-69.525647 26.731206
-85.838376 -173.192857,-55.206933 -119.038481,-22.596968 -115.363753,10.244948 -113.223300,43.033748 -110.522017,75.394693 -99.976036,71.232900 55.516071,38.759444 63.248875,5.947286 65.755154,-26.879656 67.946364,-59.438816 72.212175,-76.578283 -99.074125,-44.378570 -87.382044,-11.662243 -84.611398,21.194848 -82.480880,53.902439 -78.947988,85.131075 -36.596260,60.482232 89.783051,27.841747 94.234604,-5.008232 96.442868,-37.775261 98.908434,-70.161348 106.117197,-65.969994 -61.939754,-33.505353 -56.245650,-0.711219 -53.915844,32.127720 -51.619210,64.714358 -46.258991,81.636139 100.937910,49.644268 121.905378,16.900980 125.039200,-15.954145 127.153718,-48.632256 130.203624,-80.599234 148.336967,-55.206933 -29.038481,-22.596968 -25.363753,10.244948 -23.223300,43.033748 -20.522017,75.394693 -9.976036,71.232900 145.516071,38.759444 153.248875,5.947286 155.755154,-26.879656 157.946364,-59.438816 162.212175,-85.838376 -83.192857,-44.378570 2.617956,-11.662243 5.388602,21.194848 7.519120,53.902439 11.052012,85.131075 53.403740,60.482232 179.783051,27.841747 -175.765396,-5.008232 -173.557132,-37.775261 -171.091566,-70.161348 -163.882803,-76.578283 -9.074125,-33.505353 33.754350,-0.711219 36.084156,32.127720 38.380790,64.714358 43.741009,81.636139 -169.062090,49.644268 -148.094622,16.900980 -144.960800,-15.954145 -142.846282,-48.632256 -139.796376,-80.599234 -121.663033,-65.969994 28.060246
-83.254184 -146.063914,-51.611049 -118.652560,-18.962370 -115.354343,13.888297 -113.235761,46.653608 -110.320937,78.862291 -95.589127,67.672519 57.113272,35.131203 63.354072,2.302952 65.733491,-30.507449 67.990773,-63.017875 72.937856,-73.082182 -95.995139,-40.766406 -87.215033,-8.021042 -84.627566,24.833677 -82.462835,57.506565 -78.483799,86.405647 10.866302,56.883975 90.372535,24.204764 94.265761,-8.650628 96.423174,-41.391194 99.039307,-73.689888 108.226430,-62.399848 -60.997139,-29.880544 -56.182862,2.932964 -53.938621,35.758680 -51.539487,68.289459 -45.079845,78.269178 108.338373,46.028134 122.158603,13.258519 125.032835,-19.590897 127.153859,-52.233138 130.510605,-83.772365 160.870171,-51.611049 -28.652560,-18.962370 -25.354343,13.888297 -23.235761,46.653608 -20.320937,78.862291 -5.589127,67.672519 147.113272,35.131203 153.354072,2.302952 155.733491,-30.507449 157.990773,-63.017875 162.937856,-83.254184 -56.063914,-40.766406 2.784967,-8.021042 5.372434,24.833677 7.537165,57.506565 11.516201,86.405647 100.866302,56.883975 -179.627465,24.204764 -175.734239,-8.650628 -173.576826,-41.391194 -170.960693,-73.689888 -161.773570,-73.082182 -5.995139,-29.880544 33.817138,2.932964 36.061379,35.758680 38.460513,68.289459 44.920155,78.269178 -161.661627,46.028134 -147.841397,13.258519 -144.967165,-19.590897 -142.846141,-52.233138 -139.489395,-83.772365 -109.129829,-62.399848 29.002861
-80.021414 -135.208292,-48.009183 -118.359858,-15.325199 -115.355907,17.530537 -113.240651,50.268917 -110.055312,82.195854 -87.206465,64.094923 58.223871,31.499706 63.429038,-1.341163 65.710640,-34.131608 68.057841,-66.585864 73.935737,-69.548619 -94.033674,-37.149714 -87.090867,-4.378431 -84.647828,28.470243 -82.428617,61.103456 -77.863377,84.688150 53.323452,53.278739 90.814543,20.565581 94.281363,-12.291544 96.407916,-45.002539 99.214817,-77.176746 111.584173,-58.819162 -60.308700,-26.252154 -56.141892,6.577293 -53.959892,39.386322 -51.428340,71.846008 -43.371052,74.788247 112.321518,42.407538 122.350106,9.615020 125.019292,-23.225014 127.165454,-55.827907 130.915594,-86.118130 -167.118129,-48.009183 -28.359858,-15.325199 -25.355907,17.530537 -23.240651,50.268917 -20.055312,82.195854 2.793535,64.094923 148.223871,31.499706 153.429038,-1.341163 155.710640,-34.131608 158.057841,-66.585864 163.935737,-80.021414 -45.208292,-37.149714 2.909133,-4.378431 5.352172,28.470243 7.571383,61.103456 12.136623,84.688150 143.323452,53.278739 -179.185457,20.565581 -175.718637,-12.291544 -173.592084,-45.002539 -170.785183,-77.176746 -158.415827,-69.548619 -4.033674,-26.252154 33.858108,6.577293 36.040108,39.386322 38.571660,71.846008 46.628948,74.788247 -157.678482,42.407538 -147.649894,9.615020 -144.980708,-23.225014 -142.834546,-55.827907 -139.084406,-86.118130 -77.118129,-58.819162 29.691300
-76.600747 -129.854158,-44.401953 -118.137864,-11.685824 -115.365886,21.171270 -113.235527,53.879072 -109.705164,85.115193 -67.551496,60.505514 59.024058,27.865299 63.479768,-4.984633 65.688431,-37.751824 68.153136,-70.138401 75.351602,-65.993078 -92.701510,-33.528821 -87.000714,-0.734824 -84.670271,32.104190 -82.374213,64.691154 -77.019963,81.657277 70.115677,49.667676 91.148924,16.924570 94.284637,-15.930579 96.399174,-48.608912 99.447323,-80.577685 117.529557,-55.230205 -59.795924,-22.620503 -56.118431,10.221345 -53.977775,43.010286 -51.277718,75.371997 -40.751959,71.255889 114.748965,38.782936 122.493505,5.970893 125.000711,-26.856145 127.191565,-59.415602 131.453578,-85.850198 -114.223040,-44.401953 -28.137864,-11.685824 -25.365886,21.171270 -23.235527,53.879072 -19.705164,85.115193 22.448504,60.505514 149.024058,27.865299 153.479768,-4.984633 155.688431,-37.751824 158.153136,-70.138401 165.351602,-76.600747 -39.854158,-33.528821 2.999286,-0.734824 5.329729,32.104190 7.625787,64.691154 12.980037,81.657277 160.115677,49.667676 -178.851076,16.924570 -175.715363,-15.930579 -173.600826,-48.608912 -170.552677,-80.577685 -152.470443,-65.993078 -2.701510,-22.620503 33.881569,10.221345 36.022225,43.010286 38.722282,75.371997 49.248041,71.255889 -155.251035,38.782936 -147.506495,5.970893 -144.999289,-26.856145 -142.808435,-59.415602 -138.546422,-85.850198 -24.223040,-55.230205 30.204076
-73.104974 -126.765322,-40.789820 -117.970541,-8.044633 -115.382021,24.810112 -113.217575,57.483240 -109.241827,86.407603 -20.258824,56.907308 59.614668,24.228331 63.511038,-8.627038 65.668715,-41.367786 68.283752,-73.667138 77.455027,-62.423012 -91.756896,-29.904036 -86.937769,2.909357 -84.693052,35.735170 -82.294672,68.266351 -75.843484,78.291462 77.549975,46.051573 91.402604,13.282118 94.278327,-19.567348 96.399249,-52.209831 99.753757,-83.753290 129.993868,-51.634362 -59.409306,-18.985923 -56.108940,13.864700 -53.990277,46.630173 -51.077004,78.840129 -36.381194,67.695645 116.350167,35.154717 122.598920,2.326558 124.979062,-30.483961 127.235843,-62.994723 132.177821,-83.273918 -86.922698,-40.789820 -27.970541,-8.044633 -25.382021,24.810112 -23.217575,57.483240 -19.241827,86.407603 69.741176,56.907308 149.614668,24.228331 153.511038,-8.627038 155.668715,-41.367786 158.283752,-73.667138 167.455027,-73.104974 -36.765322,-29.904036 3.062231,2.909357 5.306948,35.735170 7.705328,68.266351 14.156516,78.291462 167.549975,46.051573 -178.597396,13.282118 -175.721673,-19.567348 -173.600751,-52.209831 -170.246243,-83.753290 -140.006132,-62.423012 -1.756896,-18.985923 33.891060,13.864700 36.009723,46.630173 38.922996,78.840129 53.618806,67.695645 -153.649833,35.154717 -147.401080,2.326558 -145.020938,-30.483961 -142.764157,-62.994723 -137.822179,-83.273918 3.077302,-51.634362 30.590694
-69.571590 -124.798579,-37.173156 -117.846129,-4.402030 -115.402263,28.446694 -113.183474,61.080184 -108.622598,84.705406 22.399356,53.302113 60.057486,20.589161 63.526730,-12.267965 65.653422,-44.979162 68.458937,-77.154362 80.801701,-58.842385 -91.067104,-26.275669 -86.896671,6.553687 -84.714338,39.362835 -82.183753,71.823050 -74.139059,74.810998 81.547287,42.431004 91.594458,9.638624 94.264824,-23.201482 96.410761,-55.804643 100.158013,-86.109076 161.812006,-48.032533 -59.116081,-15.348767 -56.110442,17.506948 -53.995223,50.245514 -50.811854,82.175058 -28.038508,64.118140 117.463239,31.523239 122.674061,-1.317559 124.956213,-34.108144 127.302748,-66.562795 133.173557,-80.043161 -76.009850,-37.173156 -27.846129,-4.402030 -25.402263,28.446694 -23.183474,61.080184 -18.622598,84.705406 112.399356,53.302113 150.057486,20.589161 153.526730,-12.267965 155.653422,-44.979162 158.458937,-77.154362 170.801701,-69.571590 -34.798579,-26.275669 3.103329,6.553687 5.285662,39.362835 7.816247,71.823050 15.860941,74.810998 171.547287,42.431004 -178.405542,9.638624 -175.735176,-23.201482 -173.589239,-55.804643 -169.841987,-86.109076 -108.187994,-58.842385 -1.067104,-15.348767 33.889558,17.506948 36.004777,50.245514 39.188146,82.175058 61.961492,64.118140 -152.536761,31.523239 -147.325939,-1.317559 -145.043787,-34.108144 -142.697252,-66.562795 -136.826443,-80.043161 13.990150,-48.032533 30.883919
-66.016162 -123.463282,-33.552289 -117.755779,-0.758428 -115.424698,32.080660 -113.129216,64.667949 -107.780921,81.678404 39.293095,49.691085 60.392466,16.948161 63.530075,-15.907013 65.644630,-48.585568 68.691025,-80.556127 86.722392,-55.253477 -90.553372,-22.644037 -86.873110,10.197742 -84.732249,42.986824 -82.033417,75.349300 -71.527812,71.278876 83.981824,38.806427 91.738132,5.994500 94.246269,-26.832634 96.436767,-59.392387 100.694990,-85.861922 -145.254798,-44.425336 -58.893687,-11.709405 -56.120374,21.147692 -53.990173,53.855705 -50.462334,85.099251 -8.505422,60.528796 118.265057,27.888850 122.724932,-4.961035 124.933994,-37.728386 127.397838,-70.115453 134.586035,-76.623209 -70.634281,-33.552289 -27.755779,-0.758428 -25.424698,32.080660 -23.129216,64.667949 -17.780921,81.678404 129.293095,49.691085 150.392466,16.948161 153.530075,-15.907013 155.644630,-48.585568 158.691025,-80.556127 176.722392,-66.016162 -33.463282,-22.644037 3.126890,10.197742 5.267751,42.986824 7.966583,75.349300 18.472188,71.278876 173.981824,38.806427 -178.261868,5.994500 -175.753731,-26.832634 -173.563233,-59.392387 -169.305010,-85.861922 -55.254798,-55.253477 -0.553372,-11.709405 33.879626,21.147692 36.009827,53.855705 39.537666,85.099251 81.494578,60.528796 -151.734943,27.888850 -147.275068,-4.961035 -145.066006,-37.728386 -142.602162,-70.115453 -135.413965,-76.623209 19.365719,-44.425336 31.106313
-62.446175 -122.516663,-29.927528 -117.692676,2.885750 -115.447482,35.711660 -113.049856,68.243243 -106.607101,78.313741 46.761444,46.075012 60.646601,13.305717 63.523818,-19.543798 65.644639,-52.186524 68.996913,-83.734186 99.118313,-51.657675 -90.166056,-19.009475 -86.863539,13.841102 -84.744793,46.606739 -81.833069,78.817962 -67.173109,67.718771 85.587041,35.178230 91.843767,2.350165 94.224633,-30.460472 96.480914,-62.971571 101.417796,-83.293628 -117.782102,-40.813233 -58.726051,-8.068225 -56.136477,24.786548 -53.972314,57.459915 -49.999849,86.409408 38.615661,56.930640 118.856795,24.251898 122.756314,-8.603448 124.914255,-41.344377 127.528199,-73.644386 136.683675,-73.127763 -67.535550,-29.927528 -27.692676,2.885750 -25.447482,35.711660 -23.049856,68.243243 -16.607101,78.313741 136.761444,46.075012 150.646601,13.305717 153.523818,-19.543798 155.644639,-52.186524 158.996913,-83.734186 -170.881687,-62.446175 -32.516663,-19.009475 3.136461,13.841102 5.255207,46.606739 8.166931,78.817962 22.826891,67.718771 175.587041,35.178230 -178.156233,2.350165 -175.775367,-30.460472 -173.519086,-62.971571 -168.582204,-83.293628 -27.782102,-51.657675 -0.166056,-8.068225 33.863523,24.786548 36.027686,57.459915 40.000151,86.409408 128.615661,56.930640 -151.143205,24.251898 -147.243686,-8.603448 -145.085745,-41.344377 -142.471801,-73.644386 -133.316325,-73.127763 22.464450,-40.813233 31.273949
