-0.081521 -95.104381,26.357074 -74.861449,48.308518 -43.611234,54.319722 9.040407,38.365444 51.494925,13.342745 75.444542,-13.496867 94.575326,-38.453813 118.530391,-54.325035 160.911503,-48.350129 -146.589952,-26.485314 -115.352577,8.891153 -28.792745,34.526014 -6.419399,52.898907 32.001713,50.864996 86.091170,30.510772 120.721309,4.411445 141.872469,-22.233837 161.493181,-45.377539 -170.161572,-55.052293 -120.310979,-42.055671 -73.973940,-17.897407 -48.045407,17.750124 37.834017,41.982687 63.760056,55.051935 110.199441,45.320345 160.180592,22.095215 -171.470920,-4.573490 -151.853952,-30.627048 -130.696506,-50.892053 -96.093790,-52.913476 -42.169937,-34.628921 -3.796550,-9.050214 18.583292,26.357074 105.138551,48.308518 136.388766,54.319722 -170.959593,38.365444 -128.505075,13.342745 -104.555458,-13.496867 -85.424674,-38.453813 -61.469609,-54.325035 -19.088497,-48.350129 33.410048,-26.485314 64.647423,-0.081521 84.895619,34.526014 173.580601,52.898907 -147.998287,50.864996 -93.908830,30.510772 -59.278691,4.411445 -38.127531,-22.233837 -18.506819,-45.377539 9.838428,-55.052293 59.689021,-42.055671 106.026060,-17.897407 131.954593,8.891153 151.207255,41.982687 -116.239944,55.051935 -69.800559,45.320345 -19.819408,22.095215 8.529080,-4.573490 28.146048,-30.627048 49.303494,-50.892053 83.906210,-52.913476 137.830063,-34.628921 176.203450,-9.050214 -161.416708,17.750124 -142.165983
53.945557 4.910927,37.183995 46.090780,11.951944 69.505717,-14.881401 88.648645,-39.608784 113.176983,-54.629303 156.819944,-47.461037 -151.394068,-25.163793 -121.114841,1.326768 -101.092326,27.671447 -80.596506,49.160115 -48.337224,50.115838 81.532035,29.222685 115.054097,3.004463 135.888590,-23.576121 155.677125,-46.350089 -175.123442,-54.901427 -124.331018,-40.954343 -79.205726,-16.524637 -53.941189,10.289673 -34.752815,35.749879 -11.925773,53.414041 27.744238,44.308641 155.151890,20.741716 -177.309052,-5.978453 -157.833963,-31.897548 -136.328921,-51.585726 -100.582748,-52.341668 -46.501343,-33.392191 -9.345126,-7.650091 12.615778,19.119144 31.954305,43.061550 58.589389,55.131625 106.206512,37.183995 -133.909220,11.951944 -110.494283,-14.881401 -91.351355,-39.608784 -66.823017,-54.629303 -23.180056,-47.461037 28.605932,-25.163793 58.885159,1.326768 78.907674,27.671447 99.403494,49.160115 131.662776,53.945557 -175.089073,29.222685 -64.945903,3.004463 -44.111410,-23.576121 -24.322875,-46.350089 4.876558,-54.901427 55.668982,-40.954343 100.794274,-16.524637 126.058811,10.289673 145.247185,35.749879 168.074227,53.414041 -152.255762,50.115838 -98.467965,20.741716 2.690948,-5.978453 22.166037,-31.897548 43.671079,-51.585726 79.417252,-52.341668 133.498657,-33.392191 170.654874,-7.650091 -167.384222,19.119144 -148.045695,43.061550 -121.410611,55.131625 -73.793488,44.308641 -24.848110
53.475928 7.741731,35.906341 47.574169,10.469745 70.462298,-16.347233 89.644125,-40.810465 114.826163,-54.876801 159.792773,-46.472859 -149.300251,-23.748527 -119.987254,2.823004 -100.175205,29.055692 -79.379354,50.015672 -45.996994,49.266683 83.882715,27.840082 116.275487,1.508309 136.805965,-24.992684 156.801352,-47.343481 -173.039497,-54.663528 -121.353697,-39.756013 -77.548943,-15.059539 -52.943778,11.772354 -33.797561,37.030182 -10.448773,53.892489 30.567009,43.198543 157.014410,19.295163 -176.255837,-7.469397 -156.904220,-33.231556 -134.994876,-52.263725 -97.993473,-51.671289 -43.902191,-32.060291 -8.005843,-6.159449 13.546302,20.566666 33.004923,44.175843 60.443031,55.136613 109.249292,35.906341 -132.425831,10.469745 -109.537702,-16.347233 -90.355875,-40.810465 -65.173837,-54.876801 -20.207227,-46.472859 30.699749,-23.748527 60.012746,2.823004 79.824795,29.055692 100.620646,50.015672 134.003006,53.475928 -172.258269,27.840082 -63.724513,1.508309 -43.194035,-24.992684 -23.198648,-47.343481 6.960503,-54.663528 58.646303,-39.756013 102.451057,-15.059539 127.056222,11.772354 146.202439,37.030182 169.551227,53.892489 -149.432991,49.266683 -96.117285,19.295163 3.744163,-7.469397 23.095780,-33.231556 45.005124,-52.263725 82.006527,-51.671289 136.097809,-32.060291 171.994157,-6.159449 -166.453698,20.566666 -146.995077,44.175843 -119.556969,55.136613 -70.750708,43.198543 -22.985590
52.934903 10.503224,34.607582 49.006329,8.983828 71.408623,-17.806714 90.656286,-41.983586 116.539528,-55.044514 162.797536,-45.443006 -147.286738,-22.322963 -118.886399,4.318336 -99.255368,30.425906 -78.126110,50.816954 -43.570636,48.366233 86.147497,26.444424 117.463056,0.011712 137.721866,-26.398150 157.954277,-48.292545 -170.873238,-54.347283 -118.418220,-38.530966 -75.953320,-13.588671 -51.961528,13.250800 -32.830671,38.287884 -8.917649,54.297027 33.452486,42.054977 158.805207,17.840951 -175.223185,-8.957609 -155.967395,-34.547568 -133.616342,-52.877446 -95.324358,-50.939586 -41.385667,-30.711592 -6.708467,-4.666552 14.471030,22.005855 34.077825,45.254400 62.371273,55.059451 112.286371,34.607582 -130.993671,8.983828 -108.591377,-17.806714 -89.343714,-41.983586 -63.460472,-55.044514 -17.202464,-45.443006 32.713262,-22.322963 61.113601,4.318336 80.744632,30.425906 101.873890,50.816954 136.429364,52.934903 -169.496776,26.444424 -62.536944,0.011712 -42.278134,-26.398150 -22.045723,-48.292545 9.126762,-54.347283 61.581780,-38.530966 104.046680,-13.588671 128.038472,13.250800 147.169329,38.287884 171.082351,54.297027 -146.547514,48.366233 -93.852503,17.840951 4.776815,-8.957609 24.032605,-34.547568 46.383658,-52.877446 84.675642,-50.939586 138.614333,-30.711592 173.291533,-4.666552 -165.528970,22.005855 -145.922175,45.254400 -117.628727,55.059451 -67.713629,42.054977 -21.194793
52.325585 13.189287,33.289309 50.390459,7.494770 72.346222,-19.259155 91.686922,-43.125913 118.320507,-55.131284 165.822159,-44.374358 -145.350843,-20.887961 -117.810135,5.812236 -98.331394,31.780903 -76.834074,51.560519 -41.058816,47.417796 88.327435,25.036756 118.619275,-1.484807 138.637698,-27.791554 159.138237,-49.194136 -168.622887,-53.954763 -115.534833,-37.281163 -74.415443,-12.112668 -50.992764,14.724398 -31.850530,39.521161 -7.329025,54.625100 36.391805,40.880371 160.527678,16.379812 -174.209215,-10.442531 -155.021998,-35.844126 -132.190268,-53.423631 -92.579870,-50.149966 -38.953750,-29.347367 -5.450177,-3.171937 15.391403,23.435900 35.175051,46.294490 64.377194,54.900685 115.304935,33.289309 -129.609541,7.494770 -107.653778,-19.259155 -88.313078,-43.125913 -61.679493,-55.131284 -14.177841,-44.374358 34.649157,-20.887961 62.189865,5.812236 81.668606,31.780903 103.165926,51.560519 138.941184,52.325585 -166.810713,25.036756 -61.380725,-1.484807 -41.362302,-27.791554 -20.861763,-49.194136 11.377113,-53.954763 64.465167,-37.281163 105.584557,-12.112668 129.007236,14.724398 148.149470,39.521161 172.670975,54.625100 -143.608195,47.417796 -91.672565,16.379812 5.790785,-10.442531 24.978002,-35.844126 47.809732,-53.423631 87.420130,-50.149966 141.046250,-29.347367 174.549823,-3.171937 -164.608597,23.435900 -144.824949,46.294490 -115.622806,54.900685 -64.695065,40.880371 -19.472322
51.651258 15.795267,31.953004 51.729641,6.003128 73.276593,-20.703831 92.737901,-44.235055 120.172468,-55.136506 168.854015,-43.269639 -143.489570,-19.444332 -116.756417,7.304168 -97.401842,33.119414 -75.500423,52.242914 -38.463339,46.424565 90.424282,23.618056 119.746504,-2.980726 139.554869,-29.171868 160.355679,-50.044996 -166.287343,-53.488441 -112.712496,-36.008433 -72.931952,-10.632140 -50.035866,16.192515 -30.855468,40.728055 -5.679460,54.874550 39.374776,39.676999 162.185286,14.912443 -173.212122,-11.923594 -154.066504,-37.119663 -130.713494,-53.899194 -89.765914,-49.305833 -36.607273,-27.968805 -4.228272,-1.676132 16.308846,24.855945 36.298738,47.293225 66.463572,54.661421 118.292691,31.953004 -128.270359,6.003128 -106.723407,-20.703831 -87.262099,-44.235055 -59.827532,-55.136506 -11.145985,-43.269639 36.510430,-19.444332 63.243583,7.304168 82.598158,33.119414 104.499577,52.242914 141.536661,51.651258 -164.204733,23.618056 -60.253496,-2.980726 -40.445131,-29.171868 -19.644321,-50.044996 13.712657,-53.488441 67.287504,-36.008433 107.068048,-10.632140 129.964134,16.192515 149.144532,40.728055 174.320540,54.874550 -140.625224,46.424565 -89.575718,14.912443 6.787878,-11.923594 25.933496,-37.119663 49.286506,-53.899194 90.234086,-49.305833 143.392727,-27.968805 175.771728,-1.676132 -163.691154,24.855945 -143.701262,47.293225 -113.536428,54.661421 -61.707309,39.676999 -17.814714
50.915323 18.317910,30.600041 53.026838,4.509449 74.201200,-22.139980 93.811169,-45.308464 122.098648,-55.060141 171.880274,-42.131419 -141.699700,-17.992843 -115.723286,8.793588 -96.465249,34.440072 -74.122210,52.860731 -35.787287,45.389599 92.440344,22.189240 120.846992,-4.475523 140.474789,-30.537990 161.609168,-50.841776 -163.866326,-52.951119 -109.958764,-34.714473 -71.499574,-9.147679 -49.089264,17.654488 -29.843755,41.906463 -3.965477,55.043682 42.390071,38.446983 163.781510,13.439510 -172.230167,-13.400210 -153.099346,-38.372496 -129.182757,-54.301297 -86.889862,-48.410544 -34.346074,-26.577016 -3.040170,-0.179661 17.224772,26.265076 37.451121,48.247565 68.632775,54.343290 121.238186,30.600041 -126.973162,4.509449 -105.798800,-22.139980 -86.188831,-45.308464 -57.901352,-55.060141 -8.119726,-42.131419 38.300300,-17.992843 64.276714,8.793588 83.534751,34.440072 105.877790,52.860731 144.212713,50.915323 -161.682090,22.189240 -59.153008,-4.475523 -39.525211,-30.537990 -18.390832,-50.841776 16.133674,-52.951119 70.041236,-34.714473 108.500426,-9.147679 130.910736,17.654488 150.156245,41.906463 176.034523,55.043682 -137.609929,45.389599 -87.559656,13.439510 7.769833,-13.400210 26.900654,-38.372496 50.817243,-54.301297 93.110138,-48.410544 145.653926,-26.577016 176.959830,-0.179661 -162.775228,26.265076 -142.548879,48.247565 -111.367225,54.343290 -58.761814,38.446983 -16.218490
50.121229 20.755256,29.231705 54.284890,3.014271 75.121485,-23.566798 94.908762,-46.343436 124.102079,-54.902725 174.888265,-40.962108 -139.977880,-16.534223 -114.708864,10.279938 -95.520125,35.741412 -72.696368,53.410666 -33.035128,44.315805 94.378352,20.751175 121.922889,-5.968668 141.398880,-31.888744 162.901391,-51.581075 -161.360536,-52.345854 -107.279733,-33.400866 -70.115134,-7.659857 -48.151427,19.109626 -28.813595,43.054131 -2.183608,55.131321 45.425489,37.192300 165.319796,11.961650 -171.261674,-14.871770 -152.118912,-39.600815 -127.594708,-54.627420 -83.960500,-47.467373 -32.169149,-25.173037 -1.883409,1.316955 18.140585,27.662326 38.634545,49.154334 70.886634,53.948395 124.131071,29.231705 -125.715110,3.014271 -104.878515,-23.566798 -85.091238,-46.343436 -55.897921,-54.902725 -5.111735,-40.962108 40.022120,-16.534223 65.291136,10.279938 84.479875,35.741412 107.303632,53.410666 146.964872,50.121229 -159.244744,20.751175 -58.077111,-5.968668 -38.601120,-31.888744 -17.098609,-51.581075 18.639464,-52.345854 72.720267,-33.400866 109.884866,-7.659857 131.848573,19.109626 151.186405,43.054131 177.816392,55.131321 -134.574511,44.315805 -85.621648,11.961650 8.738326,-14.871770 27.881088,-39.600815 52.405292,-54.627420 96.039500,-47.467373 147.830851,-25.173037 178.116591,1.316955 -161.859415,27.662326 -141.365455,49.154334 -109.113366,53.948395 -55.868929,37.192300 -14.680204
49.272422 23.106500,27.849192 55.506510,1.518122 76.038875,-24.983430 96.032809,-47.337108 126.185492,-54.665346 177.865823,-39.763960 -138.320684,-15.069166 -113.711348,11.762645 -94.564942,37.021858 -71.219711,53.889589 -30.212795,43.205934 96.241354,19.304674 122.976245,-7.459629 142.328581,-33.222866 164.235154,-52.259485 -158.771796,-51.675888 -104.680049,-32.069081 -68.775566,-6.169231 -47.220860,20.557201 -27.763117,44.168649 -0.330444,55.136848 48.468264,35.914789 166.803532,10.479477 -170.305020,-16.337641 -151.123536,-40.802675 -125.945937,-54.875437 -80.987918,-46.479478 -30.074798,-23.757842 -0.755639,2.813195 19.057694,29.046659 39.851469,50.010235 73.226299,53.479243 126.962306,27.849192 -124.493490,1.518122 -103.961125,-24.983430 -83.967191,-47.337108 -53.814508,-54.665346 -2.134177,-39.763960 41.679316,-15.069166 66.288652,11.762645 85.435058,37.021858 108.780289,53.889589 149.787205,49.272422 -156.893500,19.304674 -57.023755,-7.459629 -37.671419,-33.222866 -15.764846,-52.259485 21.228204,-51.675888 75.319951,-32.069081 111.224434,-6.169231 132.779140,20.557201 152.236883,44.168649 179.669556,55.136848 -131.531736,43.205934 -83.758646,10.479477 9.694980,-16.337641 28.876464,-40.802675 54.054063,-54.875437 99.012082,-46.479478 149.925202,-23.757842 179.244361,2.813195 -160.942306,29.046659 -140.148531,50.010235 -106.773701,53.479243 -53.037694,35.914789 -13.196468
48.372297 25.371843,26.453616 56.694293,0.021526 76.954781,-26.388972 97.185538,-48.286473 128.351204,-54.349608 -179.198391,-38.539081 -136.724672,-13.598333 -112.729004,13.241120 -93.598133,38.279714 -69.688953,54.294621 -27.327701,42.062579 98.032610,17.850510 124.009026,-8.947860 143.265355,-34.539000 165.613387,-52.873638 -156.103192,-50.944576 -102.162976,-30.720488 -67.477925,-4.676348 -46.296099,21.996447 -26.690368,45.247450 1.597298,55.060224 51.505421,34.616163 168.236017,8.993583 -169.358633,-17.797166 -150.111489,-41.975991 -124.233004,-55.043677 -77.983326,-45.449889 -28.060766,-22.332343 0.345384,4.308534 19.977508,30.416969 41.104468,50.811884 75.652094,52.938677 129.724275,26.453616 -123.305707,0.021526 -103.045219,-26.388972 -82.814462,-48.286473 -51.648796,-54.349608 0.801609,-38.539081 43.275328,-13.598333 67.270996,13.241120 86.401867,38.279714 110.311047,54.294621 152.672299,48.372297 -154.628157,17.850510 -55.990974,-8.947860 -36.734645,-34.539000 -14.386613,-52.873638 23.896808,-50.944576 77.837024,-30.720488 112.522075,-4.676348 133.703901,21.996447 153.309632,45.247450 -178.402702,55.060224 -128.494579,42.062579 -81.967390,8.993583 10.641367,-17.797166 29.888511,-41.975991 55.766996,-55.043677 102.016674,-45.449889 151.939234,-22.332343 -179.654616,4.308534 -160.022492,30.416969 -138.895532,50.811884 -104.347906,52.938677 -50.275725,34.616163 -11.763983
47.424164 27.552333,25.046024 57.850709,-1.474995 77.870610,-27.782459 98.369286,-49.188386 130.600999,-53.957580 -176.314631,-37.289435 -135.186427,-12.122362 -111.760156,14.714752 -92.618084,39.513158 -68.100718,54.623202 -24.388703,40.888169 99.755517,16.389414 125.023112,-10.432806 144.210691,-35.835690 167.039138,-53.420276 -153.359180,-50.155325 -99.730499,-29.356361 -66.219388,-3.181743 -45.375702,23.426555 -25.593308,46.287801 3.602701,54.901989 54.524148,33.298014 169.620451,7.504543 -168.420981,-19.249655 -149.080981,-43.118528 -122.452479,-55.130981 -74.958793,-44.381485 -26.124372,-20.897400 1.421802,5.802445 20.901450,31.772070 42.396241,51.555838 78.163358,52.329796 132.410850,25.046024 -122.149291,-1.474995 -102.129390,-27.782459 -81.630714,-49.188386 -49.399001,-53.957580 3.685369,-37.289435 44.813573,-12.122362 68.239844,14.714752 87.381916,39.513158 111.899282,54.623202 155.611297,47.424164 -152.447667,16.389414 -54.976888,-10.432806 -35.789309,-35.835690 -12.960862,-53.420276 26.640820,-50.155325 80.269501,-29.356361 113.780612,-3.181743 134.624298,23.426555 154.406692,46.287801 -176.397299,54.901989 -125.475852,40.888169 -80.244483,7.504543 11.579019,-19.249655 30.919019,-43.118528 57.547521,-55.130981 105.041207,-44.381485 153.875628,-20.897400 -178.578198,5.802445 -159.098550,31.772070 -137.603759,51.555838 -101.836642,52.329796 -47.589150,33.298014 -10.379549
46.431217 29.649718,23.627392 58.978121,-2.970920 78.787767,-29.162861 99.586500,-50.039589 132.935983,-53.491733 -173.491867,-36.016850 -133.702591,-10.641862 -110.803186,16.182907 -91.623126,40.720232 -66.451563,54.873174 -21.405984,39.684979 101.413540,14.922084 126.020310,-11.913896 145.166114,-37.111371 168.515569,-53.896312 -150.545658,-49.311538 -97.383462,-27.977889 -64.997252,-1.685944 -44.458244,24.846667 -24.469802,47.286817 5.688543,54.663249 57.512144,31.961822 170.959918,6.012916 -167.490568,-20.694385 -148.030142,-44.227895 -120.600995,-55.136737 -71.926943,-43.276995 -24.262619,-19.453825 2.475662,7.294393 21.830961,33.110693 43.729609,52.238646 80.758294,51.655885 135.017366,23.627392 -121.021879,-2.970920 -101.212233,-29.162861 -80.413500,-50.039589 -47.064017,-53.491733 6.508133,-36.016850 46.297409,-10.641862 69.196814,16.182907 88.376874,40.720232 113.548437,54.873174 158.594016,46.431217 -150.350282,14.922084 -53.979690,-11.913896 -34.833886,-37.111371 -11.484431,-53.896312 29.454342,-49.311538 82.616538,-27.977889 115.002748,-1.685944 135.541756,24.846667 155.530198,47.286817 -174.311457,54.663249 -122.487856,39.684979 -78.586460,6.012916 12.509432,-20.694385 31.969858,-44.227895 59.399005,-55.136737 108.073057,-43.276995 155.737381,-19.453825 -177.524338,7.294393 -158.169039,33.110693 -136.270391,52.238646 -99.241706,51.655885 -44.982634,31.961822 -9.040082
45.396515 31.666300,22.198641 60.078778,-4.465726 79.707664,-30.529081 100.839745,-50.836735 135.356440,-52.954867 -170.737665,-34.723024 -132.269888,-9.157425 -109.856521,17.644923 -90.611528,41.898833 -64.738014,55.042838 -18.390861,38.455131 103.010155,13.449185 127.002359,-13.390543 146.133190,-38.364358 170.045942,-54.298905 -147.669986,-48.416575 -95.121706,-26.586183 -63.808937,-0.189475 -43.542313,26.255874 -23.317615,48.241459 7.857197,54.345629 60.457951,30.608965 172.257382,4.519250 -166.565928,-22.130592 -146.957026,-45.301548 -118.675312,-55.060906 -68.900605,-42.138987 -22.472292,-18.002385 3.508922,8.783831 22.767503,34.431473 45.107520,52.856897 83.433831,50.920342 137.540564,22.198641 -119.921222,-4.465726 -100.292336,-30.529081 -79.160255,-50.836735 -44.643560,-52.954867 9.262335,-34.723024 47.730112,-9.157425 70.143479,17.644923 89.388472,41.898833 115.261986,55.042838 161.609139,45.396515 -148.333700,13.449185 -52.997641,-13.390543 -33.866810,-38.364358 -9.954058,-54.298905 32.330014,-48.416575 84.878294,-26.586183 116.191063,-0.189475 136.457687,26.255874 156.682385,48.241459 -172.142803,54.345629 -119.542049,38.455131 -76.989845,4.519250 13.434072,-22.130592 33.042974,-45.301548 61.324688,-55.060906 111.099395,-42.138987 157.527708,-18.002385 -176.491078,8.783831 -157.232497,34.431473 -134.892480,52.856897 -96.566169,50.920342 -42.459436,30.608965 -7.742618
44.322966 33.604811,20.760633 61.154829,-5.958884 80.631723,-31.879939 102.131704,-51.576422 137.861679,-52.350037 -168.058127,-33.409540 -130.885143,-7.669623 -108.918632,19.100108 -89.581495,43.046710 -62.956601,55.131014 -15.355534,37.200603 104.548810,11.971355 127.970935,-14.862138 147.113531,-39.592844 171.633604,-54.625534 -144.740942,-47.473706 -92.944233,-25.182281 -62.651978,1.307142 -42.626503,27.653205 -22.134402,49.148550 10.110495,53.951229 63.351213,29.240726 173.515681,3.024079 -165.645619,-23.557474 -145.859600,-46.336780 -116.672396,-54.904019 -65.892454,-40.969872 -20.750037,-16.543810 4.523461,10.270202 23.712566,35.732945 46.533040,53.407288 86.185508,50.126618 139.978473,20.760633 -118.845171,-5.958884 -99.368277,-31.879939 -77.868296,-51.576422 -42.138321,-52.350037 11.941873,-33.409540 49.114857,-7.669623 71.081368,19.100108 90.418505,43.046710 117.043399,55.131014 164.644466,44.322966 -146.395189,11.971355 -52.029065,-14.862138 -32.886469,-39.592844 -8.366396,-54.625534 35.259058,-47.473706 87.055767,-25.182281 117.348022,1.307142 137.373497,27.653205 157.865598,49.148550 -169.889505,53.951229 -116.648787,37.200603 -75.451190,3.024079 14.354381,-23.557474 34.140400,-46.336780 63.327604,-54.904019 114.107546,-40.969872 159.249963,-16.543810 -175.476539,10.270202 -156.287434,35.732945 -133.466960,53.407288 -93.814492,50.126618 -40.021527,29.240726 -6.484319
43.213324 35.468294,19.314185 62.208327,-7.449860 81.561383,-33.214175 103.465185,-52.255242 140.449883,-51.680485 -165.457910,-32.077870 -129.545291,-6.179014 -107.988022,20.547735 -88.531156,44.161455 -61.103916,55.137080 -12.312765,35.923237 106.032892,10.489209 128.927661,-16.328049 148.108804,-40.794885 173.281966,-54.874069 -141.768608,-46.486095 -90.849347,-23.767156 -61.524025,2.803386 -41.709408,29.037626 -20.917706,50.004796 12.449595,53.482555 66.182878,27.858301 174.737532,1.527935 -164.728215,-24.974176 -144.735734,-47.330733 -114.589516,-54.667159 -62.914658,-39.771906 -19.092429,-15.078792 5.521081,11.752935 24.667678,37.013533 48.009353,53.886686 89.007404,49.278159 142.330282,19.314185 -117.791673,-7.449860 -98.438617,-33.214175 -76.534815,-52.255242 -39.550117,-51.680485 14.542090,-32.077870 50.454709,-6.179014 72.011978,20.547735 91.468844,44.161455 118.896084,55.137080 167.687235,43.213324 -144.531706,10.489209 -51.072339,-16.328049 -31.891196,-40.794885 -6.718034,-54.874069 38.231392,-46.486095 89.150653,-23.767156 118.475975,2.803386 138.290592,29.037626 159.082294,50.004796 -167.550405,53.482555 -113.817122,35.923237 -73.967108,1.527935 15.271785,-24.974176 35.264266,-47.330733 65.410484,-54.667159 117.085342,-39.771906 160.907571,-15.078792 -174.478919,11.752935 -155.332322,37.013533 -131.990647,53.886686 -90.992596,49.278159 -37.669718,27.858301 -5.262468
42.070180 37.260010,17.860068 63.241236,-8.938111 82.498105,-34.530431 104.843117,-52.869828 143.117977,-50.949564 -162.940288,-30.729383 -128.247384,-4.686143 -107.063228,21.987038 -87.458560,45.240498 -59.176673,55.060993 -9.275529,34.624744 107.465703,9.003337 129.874110,-17.787618 149.120735,-41.968395 174.994467,-55.042836 -138.764187,-45.456770 -88.834797,-22.341722 -60.422834,4.298733 -40.789616,30.408031 -19.664952,50.806811 14.874827,52.942447 68.945323,26.462808 175.925528,0.031340 -163.812304,-26.379793 -143.583200,-48.280398 -112.424350,-54.351929 -59.978564,-38.547196 -17.496026,-13.607996 6.503520,13.231440 25.634405,38.271543 49.539745,54.292211 91.892114,48.378360 144.596186,17.860068 -116.758764,-8.938111 -97.501895,-34.530431 -75.156883,-52.869828 -36.882023,-50.949564 17.059712,-30.729383 51.752616,-4.686143 72.936772,21.987038 92.541440,45.240498 120.823327,55.060993 170.724471,42.070180 -142.739990,9.003337 -50.125890,-17.787618 -30.879265,-41.968395 -5.005533,-55.042836 41.235813,-45.456770 91.165203,-22.341722 119.577166,4.298733 139.210384,30.408031 160.335048,50.806811 -165.125173,52.942447 -111.054677,34.624744 -72.534297,0.031340 16.187696,-26.379793 36.416800,-48.280398 67.575650,-54.351929 120.021436,-38.547196 162.503974,-13.607996 -173.496480,13.231440 -154.365595,38.271543 -130.460255,54.292211 -88.107886,48.378360 -35.403814,26.462808 -4.074472
40.895966 38.983354,16.399016 64.255439,-10.423081 83.443380,-35.827254 106.268547,-53.416919 145.861512,-50.160682 -160.507253,-29.365354 -126.988600,-3.191548 -106.142807,23.417209 -86.361666,46.281111 -57.171789,54.903291 -6.256641,33.306718 108.850442,7.514316 130.811815,-19.240155 150.151117,-43.111141 176.774537,-55.130673 -135.739744,-44.388612 -86.897904,-20.906838 -59.346261,5.792655 -39.865706,31.763237 -18.373443,51.551155 17.385535,52.334004 71.632409,25.055291 177.082143,-1.465183 -162.896479,-27.773362 -142.399663,-49.182633 -110.175111,-53.960394 -57.094432,-37.297706 -15.957413,-12.132056 7.472450,14.705106 26.614362,39.505154 51.127592,54.621302 94.830790,47.430531 146.777227,16.399016 -115.744561,-10.423081 -96.556620,-35.827254 -73.731453,-53.416919 -34.138488,-50.160682 19.492747,-29.365354 53.011400,-3.191548 73.857193,23.417209 93.638334,46.281111 122.828211,54.903291 173.743359,40.895966 -141.016646,7.514316 -49.188185,-19.240155 -29.848883,-43.111141 -3.225463,-55.130673 44.260256,-44.388612 93.102096,-20.906838 120.653739,5.792655 140.134294,31.763237 161.626557,51.551155 -162.614465,52.334004 -108.367591,33.306718 -71.149558,-1.465183 17.103521,-27.773362 37.600337,-49.182633 69.824889,-53.960394 122.905568,-37.297706 164.042587,-12.132056 -172.527550,14.705106 -153.385638,39.505154 -128.872408,54.621302 -85.169210,47.430531 -33.222773,25.055291 -2.917857
39.692958 40.641791,14.931725 65.252742,-11.904198 84.398732,-37.103078 107.744635,-53.893427 148.674601,-49.317242 -158.159654,-27.986973 -125.766234,-1.695755 -105.225334,24.837390 -85.238341,47.280407 -55.086483,54.665073 -3.268404,31.970639 110.190194,6.022705 131.742270,-20.684938 151.201816,-44.220734 178.625545,-55.136966 -132.707900,-43.284350 -85.035672,-19.463317 -58.292260,7.284617 -38.936236,33.101972 -17.040356,52.234375 19.979931,51.660508 74.239462,23.636729 178.209737,-2.961114 -161.979335,-29.153855 -141.182677,-50.034180 -107.840687,-53.495022 -54.271242,-36.025265 -14.473231,-10.651584 8.429493,16.173299 27.609217,40.712407 52.776336,54.871795 97.813259,46.437868 148.875150,14.931725 -114.747258,-11.904198 -95.601268,-37.103078 -72.255365,-53.893427 -31.325399,-49.317242 21.840346,-27.986973 54.233766,-1.695755 74.774666,24.837390 94.761659,47.280407 124.913517,54.665073 176.731596,39.692958 -139.358209,6.022705 -48.257730,-20.684938 -28.798184,-44.220734 -1.374455,-55.136966 47.292100,-43.284350 94.964328,-19.463317 121.707740,7.284617 141.063764,33.101972 162.959644,52.234375 -160.020069,51.660508 -105.760538,31.970639 -69.809806,-2.961114 18.020665,-29.153855 38.817323,-50.034180 72.159313,-53.495022 125.728758,-36.025265 165.526769,-10.651584 -171.570507,16.173299 -152.390783,40.712407 -127.223664,54.871795 -82.186741,46.437868 -31.124850,23.636729 -1.790263
