-11.846005 79.794451,-54.978170 155.033841,-17.776158 -121.507575,39.210610 -73.978665,43.931136 29.254866,-30.740057 155.862569,-50.355644 -105.803684,1.840954 -47.322709,52.208692 15.309825,27.081113 110.533571,-46.696234 -120.961826,-36.075741 -19.097121,21.351990 27.193599,54.289315 115.735938,7.872915 -174.131831,-54.978170 -24.966159,-17.776158 58.492425,39.210610 106.021335,43.931136 -150.745134,-11.846005 -100.205549,-50.355644 74.196316,1.840954 132.677291,52.208692 -164.690175,27.081113 -69.466429,-30.740057 -24.137431,-36.075741 160.902879,21.351990 -152.806401,54.289315 -64.264062,7.872915 5.868169,-46.696234 59.038174
-13.322869 80.760957,-55.101885 158.050966,-16.316537 -120.495782,40.424393 -72.344893,42.809254 31.092365,-32.088417 157.160794,-49.525024 -103.435504,3.336938 -46.404814,52.829980 17.981748,25.678786 111.703757,-47.674741 -118.849834,-34.782855 -17.662142,22.786300 28.279496,53.883199 118.620186,6.381877 -173.199766,-55.101885 -21.949034,-16.316537 59.504218,40.424393 107.655107,42.809254 -148.907635,-13.322869 -99.239043,-49.525024 76.564496,3.336938 133.595186,52.829980 -162.018252,25.678786 -68.296243,-32.088417 -22.839206,-34.782855 162.337858,22.786300 -151.720504,53.883199 -61.379814,6.381877 6.800234,-47.674741 61.150166
-14.794709 81.740653,-55.144257 161.081117,-14.850579 -119.500633,41.610237 -70.647587,41.654756 32.859297,-33.419949 158.500988,-48.642404 -101.152728,4.831838 -45.483717,53.383555 20.730049,24.264989 112.843893,-48.607854 -116.654850,-33.470240 -16.275263,24.211005 29.390870,53.403230 121.441556,4.888664 -172.273834,-55.144257 -18.918883,-14.850579 60.499367,41.610237 109.352413,41.654756 -147.140703,-14.794709 -98.259347,-48.642404 78.847272,4.831838 134.516283,53.383555 -159.269951,24.264989 -67.156107,-33.419949 -21.499012,-33.470240 163.724737,24.211005 -150.609130,53.403230 -58.558444,4.888664 7.726166,-48.607854 63.345150
-16.260895 82.735204,-55.104988 164.111512,-13.378942 -118.520402,42.765927 -68.883272,40.470018 34.559088,-34.733284 159.886099,-47.711079 -98.954553,6.325123 -44.557989,53.866278 23.548873,22.840666 113.956279,-49.492386 -114.375312,-32.139374 -14.933416,25.625220 30.529909,52.852293 124.192655,3.393816 -171.352587,-55.104988 -15.888488,-13.378942 61.479598,42.765927 111.116728,40.470018 -145.440912,-16.260895 -97.264796,-47.711079 81.045447,6.325123 135.442011,53.866278 -156.451127,22.840666 -66.043721,-34.733284 -20.113901,-32.139374 165.066584,25.625220 -149.470091,52.852293 -55.807345,3.393816 8.647413,-49.492386 65.624688
-17.720770 83.746332,-54.984355 167.129363,-11.902258 -117.553424,43.889095 -67.048518,39.257259 36.195213,-36.026949 161.319191,-46.734242 -96.839441,7.816254 -43.626184,54.275252 26.430882,21.406706 115.043106,-50.325045 -112.010384,-30.791630 -13.633647,27.028001 31.698910,52.233520 126.867573,1.897863 -170.434596,-54.984355 -12.870637,-11.902258 62.446576,43.889095 112.951482,39.257259 -143.804787,-17.720770 -96.253668,-46.734242 83.160559,7.816254 136.373816,54.275252 -153.569118,21.406706 -64.956894,-36.026949 -18.680809,-30.791630 166.366353,27.028001 -148.301090,52.233520 -53.132427,1.897863 9.565404,-50.325045 67.989616
-19.173646 84.775826,-54.783196 170.122233,-10.421135 -116.598087,44.977212 -65.140002,38.018551 37.771143,-37.299361 162.803443,-45.714955 -94.805265,9.304682 -42.686830,54.607902 29.367294,19.963946 116.106472,-51.102459 -109.560106,-29.428288 -12.373127,28.418345 32.900276,51.550218 129.461862,0.401331 -169.518447,-54.783196 -9.877767,-10.421135 63.401913,44.977212 114.859998,38.018551 -142.228857,-19.173646 -95.224174,-45.714955 85.194735,9.304682 137.313170,54.607902 -150.632706,19.963946 -63.893528,-37.299361 -17.196557,-29.428288 167.626873,28.418345 -147.099724,51.550218 -50.538138,0.401331 10.481553,-51.102459 70.439894
-20.618801 85.825551,-54.502888 173.078371,-8.936161 -115.652824,46.027588 -63.154585,36.755824 39.290307,-38.548819 164.342129,-44.656137 -92.849442,10.789846 -41.738423,54.862044 32.347993,18.513176 117.148378,-51.821220 -107.025547,-28.050540 -11.149146,29.795178 34.136531,50.805796 131.972459,-1.095258 -168.602732,-54.502888 -6.921629,-8.936161 64.347176,46.027588 116.845415,36.755824 -140.709693,-20.618801 -94.174449,-44.656137 87.150558,10.789846 138.261577,54.862044 -147.652007,18.513176 -62.851622,-38.548819 -15.657871,-28.050540 168.850854,29.795178 -145.863469,50.805796 -48.027541,-1.095258 11.397268,-51.821220 72.974453
-22.055475 86.897448,-54.145295 175.987000,-7.447906 -114.716112,47.037376 -61.089399,35.470871 40.756065,-39.773495 165.938610,-43.560555 -90.969045,12.271166 -40.779425,55.035955 35.361712,17.055146 118.170743,-52.477926 -104.408951,-26.659502 -9.959119,31.157353 35.410316,50.003707 134.397577,-2.591384 -167.686045,-54.145295 -4.013000,-7.447906 65.283888,47.037376 118.910601,35.470871 -139.243935,-22.055475 -93.102552,-43.560555 89.030955,12.271166 139.220575,55.035955 -144.638288,17.055146 -61.829257,-39.773495 -14.061390,-26.659502 170.040881,31.157353 -144.589684,50.003707 -45.602423,-2.591384 12.313955,-52.477926 75.591049
-23.482866 87.993547,-53.712713 178.838547,-5.956926 -113.786460,48.003573 -58.941957,34.165363 42.171685,-40.971425 167.596300,-42.430818 -89.160905,13.748047 -39.808252,55.128426 38.396293,15.590569 119.175408,-53.069241 -101.713862,-25.256215 -8.800575,32.503638 36.724398,49.147392 136.736564,-4.086523 -166.766978,-53.712713 -1.161453,-5.956926 66.213540,48.003573 121.058043,34.165363 -137.828315,-23.482866 -92.006453,-42.430818 90.839095,13.748047 140.191748,55.128426 -141.603707,15.590569 -60.824592,-40.971425 -12.403700,-25.256215 171.199425,32.503638 -143.275602,49.147392 -43.263436,-4.086523 13.233022,-53.069241 78.286138
-24.900125 89.115972,-53.207801 -178.375205,-4.463765 -112.862407,48.923039 -56.710278,32.840853 43.540326,-42.140501 169.318643,-41.269377 -87.421698,15.219870 -38.823271,55.138805 41.438994,14.120124 120.164139,-53.591957 -98.945226,-23.841656 -7.671157,33.832714 38.081665,48.240237 138.989751,-5.580150 -165.844110,-53.207801 1.624795,-4.463765 67.137593,48.923039 123.289722,32.840853 -136.459674,-24.900125 -90.884028,-41.269377 92.578302,15.219870 141.176729,55.138805 -138.561006,14.120124 -59.835861,-42.140501 -10.681357,-23.841656 172.328843,33.832714 -141.918335,48.240237 -41.010249,-5.580150 14.155890,-53.591957 81.054774
-26.306347 90.266945,-52.633508 -175.661025,-2.968958 -111.942515,49.792505 -54.393018,31.498784 44.865033,-43.278467 171.109061,-40.078527 -85.748011,16.685992 -37.822793,55.067020 44.476842,12.644460 121.138642,-54.043063 -96.109446,-22.416741 -6.568616,35.143161 39.485130,47.285535 141.158294,-7.071731 -164.916009,-52.633508 4.338975,-2.968958 68.057485,49.792505 125.606982,31.498784 -135.134967,-26.306347 -89.733055,-40.078527 94.251989,16.685992 142.177207,55.067020 -135.523158,12.644460 -58.861358,-43.278467 -8.890939,-22.416741 173.431384,35.143161 -140.514870,47.285535 -38.841706,-7.071731 15.083991,-54.043063 83.890554
-27.700573 91.448795,-51.992999 -173.024224,-1.473032 -111.025361,50.608608 -51.989624,30.140501 46.148725,-44.382911 172.970910,-38.860413 -84.136401,18.145740 -36.805067,54.913577 47.497004,11.164204 122.100563,-54.419820 -93.214376,-20.982332 -5.490804,36.433456 40.937927,46.286463 143.244030,-8.560726 -163.981219,-51.992999 6.975776,-1.473032 68.974639,50.608608 128.010376,30.140501 -133.851275,-27.700573 -88.551205,-38.860413 95.863599,18.145740 143.194933,54.913577 -132.502996,11.164204 -57.899437,-44.382911 -7.029090,-20.982332 174.509196,36.433456 -139.062073,46.286463 -36.755970,-8.560726 16.018781,-54.419820 86.785624
-29.081778 92.663964,-51.289585 -170.468693,0.023489 -110.109533,51.367914 -49.500486,28.767257 47.394201,-45.451266 174.907403,-37.617033 -82.583444,19.598412 -35.768272,54.679547 50.487142,9.679955 123.051497,-54.719833 -90.269259,-19.539245 -4.435668,37.701959 42.443294,45.246059 145.249328,-10.046581 -163.038257,-51.289585 9.531307,0.023489 69.890467,51.367914 130.499514,28.767257 -132.605799,-29.081778 -87.336036,-37.617033 97.416556,19.598412 144.231728,54.679547 -129.512858,9.679955 -56.948503,-45.451266 -5.092597,-19.539245 175.564332,37.701959 -137.556706,45.246059 -34.750672,-10.046581 16.961743,-54.719833 89.730741
-30.448866 93.915009,-50.526656 -167.996993,1.520085 -109.193626,52.066971 -46.927090,27.380220 48.604132,-46.480802 176.921539,-36.350250 -81.085762,21.043268 -34.710510,54.366528 53.435738,8.192297 123.992993,-54.941124 -87.284587,-18.088249 -3.401245,38.946907 44.004572,44.167210 147.176971,-11.528731 -162.085609,-50.526656 12.003007,1.520085 70.806374,52.066971 133.072910,27.380220 -131.395868,-30.448866 -86.084991,-36.350250 98.914238,21.043268 145.289490,54.366528 -126.564262,8.192297 -56.007007,-46.480802 -3.078461,-18.088249 176.598755,38.946907 -135.995428,44.167210 -32.823029,-11.528731 17.914391,-54.941124 92.715413
-31.800666 95.204607,-49.707624 -165.610476,3.016233 -108.276233,52.702352 -44.272164,25.980481 49.781072,-47.468640 179.015998,-35.061797 -79.640058,22.479526 -33.629799,53.976594 56.332366,6.701796 124.926564,-55.082187 -84.271891,-16.630075 -2.385652,40.166407 45.625173,43.052646 149.030038,-13.006592 -161.121720,-49.707624 14.389524,3.016233 71.723767,52.702352 135.727836,25.980481 -130.218928,-31.800666 -84.795393,-35.061797 100.359942,22.479526 146.370201,53.976594 -123.667634,6.701796 -55.073436,-47.468640 -0.984002,-16.630075 177.614348,40.166407 -134.374827,43.052646 -30.969962,-13.006592 18.878280,-55.082187 95.728109
-33.135918 96.535558,-48.835874 -163.309428,4.511410 -107.355943,53.270718 -41.539798,24.569062 50.927455,-48.411751 -178.806968,-33.753285 -78.243128,23.906364 -32.524069,53.512227 59.167892,5.209004 125.853688,-55.142046 -81.243463,-15.165419 -1.387082,41.358423 47.308563,41.904937 150.811816,-14.479562 -160.144990,-48.835874 16.690572,4.511410 72.644057,53.270718 138.460202,24.569062 -129.072545,-33.135918 -83.464442,-33.753285 101.756872,23.906364 147.475931,53.512227 -120.832108,5.209004 -54.146312,-48.411751 1.193032,-15.165419 178.612918,41.358423 -132.691437,41.904937 -29.188184,-14.479562 19.855010,-55.142046 98.756537
-34.453276 97.910782,-47.914720 -161.093219,6.005086 -106.431329,53.768887 -38.735529,23.146919 52.045602,-49.306975 -176.545658,-32.426214 -76.891878,25.322905 -31.391151,52.976251 61.934608,3.714461 126.775819,-55.120279 -78.212038,-13.694946 -0.403795,42.520773 49.058218,40.726490 152.525712,-15.947015 -159.153768,-47.914720 18.906781,6.005086 73.568671,53.768887 141.264471,23.146919 -127.954398,-34.453276 -82.089218,-32.426214 103.108122,25.322905 148.608849,52.976251 -118.065392,3.714461 -53.224181,-49.306975 3.454342,-13.694946 179.596205,42.520773 -130.941782,40.726490 -27.474288,-15.947015 20.846232,-55.120279 101.787962
-35.751288 99.333322,-46.947379 -158.960456,7.496725 -105.500950,54.193904 -35.866376,21.714954 53.137731,-50.151038 -174.199069,-31.081978 -75.583329,26.728220 -30.228774,52.371751 64.626285,2.218701 127.694388,-55.017041 -75.190432,-12.219292 0.565888,43.651122 50.877584,39.519560 154.175196,-17.408300 -158.146343,-46.947379 21.039544,7.496725 74.499050,54.193904 144.133624,21.714954 -126.862269,-35.751288 -80.666678,-31.081978 104.416671,26.728220 149.771226,52.371751 -115.373715,2.218701 -52.305612,-50.151038 5.800931,-12.219292 -179.434112,43.651122 -129.122416,39.519560 -25.824804,-17.408300 21.853657,-55.017041 104.809568
-37.028396 100.806331,-45.936943 -156.909130,8.985780 -104.563340,54.543118 -32.940821,20.274012 54.205955,-50.940585 -171.767039,-29.721877 -74.314625,28.121319 -29.034556,51.702001 67.238165,0.722249 128.610814,-54.833051 -72.191188,-10.739071 1.523588,44.746976 52.770011,38.286250 155.763742,-18.862736 -157.120941,-45.936943 23.090870,8.985780 75.436660,54.543118 147.059179,20.274012 -125.794045,-37.028396 -79.193669,-29.721877 105.685375,28.121319 150.965444,51.702001 -112.761835,0.722249 -51.389186,-50.940585 8.232961,-10.739071 -178.476412,44.746976 -127.229989,38.286250 -24.236258,-18.862736 22.879059,-54.833051 107.808812
-38.282926 102.333065,-44.886363 -154.936742,10.471692 -103.617003,54.814255 -29.968705,18.824895 55.252299,-51.672210 -169.250406,-28.347122 -73.083031,29.501143 -27.806001,50.970395 69.766900,-0.774372 129.526503,-54.569573 -69.226229,-9.254874 2.470881,45.805679 54.738686,37.028517 157.294792,-20.309609 -156.075715,-44.886363 25.063258,10.471692 76.382997,54.814255 150.031295,18.824895 -124.747701,-38.282926 -77.666935,-28.347122 106.916969,29.501143 152.193999,50.970395 -110.233100,-0.774372 -50.473497,-51.672210 10.749594,-9.254874 -177.529119,45.805679 -125.261314,37.028517 -22.705208,-20.309609 23.924285,-54.569573 110.773771
-39.513076 103.916867,-43.798439 -153.040432,11.953886 -102.660408,55.005490 -26.961068,17.368361 56.278697,-52.342506 -166.651147,-26.958844 -71.885936,30.866562 -26.540492,50.180380 72.210439,-2.270641 130.442863,-54.228372 -66.306562,-7.767275 3.409300,46.824417 56.786544,35.748185 158.771724,-21.748168 -155.008740,-43.798439 26.959568,11.953886 77.339592,55.005490 153.038932,17.368361 -123.721303,-39.513076 -76.083133,-26.958844 108.114064,30.866562 153.459508,50.180380 -107.789561,-2.270641 -49.557137,-52.342506 13.348853,-7.767275 -176.590700,46.824417 -123.213456,35.748185 -21.228276,-21.748168 24.991260,-54.228372 113.693438
-40.716913 105.561143,-42.675814 -151.217075,13.431770 -101.691981,55.115498 -23.929902,15.905130 57.287005,-52.948118 -163.972522,-25.558099 -70.720843,32.216362 -25.235290,49.335405 74.567898,-3.766036 131.361301,-53.811657 -63.442036,-6.276833 4.340342,47.800222 58.916162,34.446950 160.197825,-23.177620 -153.918006,-42.675814 28.782925,13.431770 78.308019,55.115498 156.070098,15.905130 -122.712995,-40.716913 -74.438857,-25.558099 109.279157,32.216362 154.764710,49.335405 -105.432102,-3.766036 -48.638699,-52.948118 16.027478,-6.276833 -175.659658,47.800222 -121.083838,34.446950 -19.802175,-23.177620 26.081994,-53.811657 116.557964
-41.892361 107.269332,-41.520973 -149.463372,14.904731 -100.710100,55.143506 -20.887853,14.435887 58.279007,-53.485805 -161.219167,-24.145877 -69.585373,33.549244 -23.887533,48.438870 76.839411,-5.260031 132.283234,-53.322015 -60.641166,-4.784095 5.265473,48.729979 61.129641,33.126389 161.576279,-24.597125 -152.801410,-41.520973 30.536628,14.904731 79.289900,55.143506 159.112147,14.435887 -121.720993,-41.892361 -72.730668,-24.145877 110.414627,33.549244 156.112467,48.438870 -103.160589,-5.260031 -47.716766,-53.485805 18.780833,-4.784095 -174.734527,48.729979 -118.870359,33.126389 -18.423721,-24.597125 27.198590,-53.322015 119.358834
-43.037196 109.044868,-40.336244 -147.775925,16.372130 -99.713091,55.089316 -17.847873,12.961289 59.256421,-53.952507 -158.397172,-22.723108 -68.477253,34.863810 -22.494233,47.494091 79.025970,-6.752096 133.210091,-52.762339 -57.911036,-3.289596 6.186137,49.610448 63.428474,31.787968 162.910156,-26.005793 -151.656751,-40.336244 32.224075,16.372130 80.286909,55.089316 162.152127,12.961289 -120.743579,-43.037196 -70.955132,-22.723108 111.522747,34.863810 157.505767,47.494091 -100.974030,-6.752096 -46.789909,-53.952507 21.602828,-3.289596 -173.813863,49.610448 -116.571526,31.787968 -17.089844,-26.005793 28.343249,-52.762339 122.088964
-44.149039 110.891123,-39.123802 -146.151294,17.833304 -98.699215,54.953311 -14.822857,11.481966 60.220904,-54.345421 -155.514082,-21.290665 -67.394314,36.158560 -21.052284,46.504273 81.129279,-8.241692 134.143323,-52.135753 -55.257267,-1.793866 7.103760,50.438280 65.813397,30.433054 164.202403,-27.402675 -150.481723,-39.123802 33.848706,17.833304 81.300785,54.953311 165.177143,11.481966 -119.779096,-44.149039 -69.108877,-21.290665 112.605686,36.158560 158.947716,46.504273 -98.870721,-8.241692 -45.856677,-54.345421 24.485918,-1.793866 -172.896240,50.438280 -114.186603,30.433054 -15.797597,-27.402675 29.518277,-52.135753 124.742733
-45.225356 112.811350,-37.885679 -144.586046,19.287554 -97.666665,54.736444 -11.825278,9.998524 61.174061,-54.662072 -152.578853,-19.849372 -66.334484,37.431880 -19.558467,45.472483 83.151603,-9.728268 135.084406,-51.445544 -52.684051,-0.297428 8.019754,51.210056 68.284235,29.062917 165.455844,-28.786762 -149.273910,-37.885679 35.413954,19.287554 82.333335,54.736444 168.174722,9.998524 -118.825939,-45.225356 -67.188650,-19.849372 113.665516,37.431880 160.441533,45.472483 -96.848397,-9.728268 -44.915594,-54.662072 27.421147,-0.297428 -171.980246,51.210056 -111.715765,29.062917 -14.544156,-28.786762 30.726090,-51.445544 127.315949
-46.263454 114.808599,-36.623764 -143.076793,20.734149 -96.613563,54.440203 -8.866855,8.511549 62.117453,-54.900387 -149.601723,-18.400009 -65.295781,38.682034 -18.009463,44.401642 85.095646,-11.211261 136.034848,-50.695090 -50.194222,1.199196 8.935525,51.922322 70.839750,27.678743 166.673178,-30.156973 -148.030779,-36.623764 36.923207,20.734149 83.386437,54.440203 171.133145,8.511549 -117.882547,-46.263454 -65.191401,-18.400009 114.704219,38.682034 161.990537,44.401642 -94.904354,-11.211261 -43.965152,-54.900387 30.398277,1.199196 -171.064475,51.922322 -109.160250,27.678743 -13.326822,-30.156973 31.969221,-50.695090 129.805778
-47.260483 116.885628,-35.339818 -141.620217,22.172319 -95.537944,54.066565 -5.958268,7.021610 63.052597,-55.058754 -146.594022,-16.943315 -64.276305,39.907157 -16.401873,43.294515 86.964434,-12.690091 136.996193,-49.887801 -47.789381,2.695484 9.852481,52.571642 73.477490,26.281639 167.856983,-31.512154 -146.749680,-35.339818 38.379783,22.172319 84.462056,54.066565 174.041732,7.021610 -116.947403,-47.260483 -63.114372,-16.943315 115.723695,39.907157 163.598127,43.294515 -93.035566,-12.690091 -43.003807,-55.058754 33.405978,2.695484 -170.147519,52.571642 -106.522510,26.281639 -12.143017,-31.512154 33.250320,-49.887801 132.210619
-48.213447 119.044792,-34.035477 -140.213093,23.601249 -94.437758,53.617932 -3.108942,5.529263 63.980981,-55.136080 -143.567905,-15.479992 -63.274233,41.105245 -14.732240,42.153704 88.761214,-14.164162 137.970033,-49.027072 -45.470030,4.190913 10.772030,53.154652 76.193667,24.872642 169.009719,-32.851065 -145.427838,-34.035477 39.786907,23.601249 85.562242,53.617932 176.891058,5.529263 -116.019019,-48.213447 -60.955208,-15.479992 116.725767,41.105245 165.267760,42.153704 -91.238786,-14.164162 -42.029967,-55.136080 36.432095,4.190913 -169.227970,53.154652 -103.806333,24.872642 -10.990281,-32.851065 34.572162,-49.027072 134.529970
